Genes,U1.1_1.2,U1.2_1.2,X215.1_1.2,X215.2_1.2,X478.1_1.2,X478.2_1.2
"SAR2570,NA,putative_exported_protein",2257,2468,1877,2013,2314,1875
"SAR2571,NA,putative_exported_protein_pseudogene",1326,1360,1034,1134,1160,1045
"SAR2573,NA,putative_lipoprotein",1226,1182,959,954,1063,784
"SAR2574,NA,putative_helicase",16270,17955,15051,14701,16083,14653
"SAR2575,NA,putative_NUDIX_hydrolase",2272,2324,1930,1940,2120,1610
"SAR2576,NA,putative_phosphomannomutase",9099,10834,8083,8651,11037,9404
"SAR2577,NA,putative_exported_protein",4256,3961,3428,3414,3758,2021
"SAR2578,NA,putative_membrane_protein",1118,977,1001,756,1573,1021
"SAR2579,gtaB,UTP--glucose-1-phosphate_uridylyltransferase",7377,7881,6072,6166,7401,5719
"SAR2580,fnbA,fibronectin-binding_protein_precursor",4509,3450,1514,2166,2294,1705
"SAR2581,NA,hypothetical_protein",1,1,2,0,2,1
"SAR2582,gntP,putative_gluconate_permease",3065,3349,4791,3994,9677,7031
"SAR2583,gntK,putative_gluconokinase",1369,2700,1675,1619,5412,4431
"SAR2584,gntR,gluconate_operon_transcriptional_repressor",689,3320,566,1450,2571,4620
"SAR2585,NA,MerR_family_regulatory_protein",4319,5249,3850,4118,6838,5791
"SAR2586,NA,conserved_hypothetical_protein",3099,3759,2785,3082,5032,4187
"SAR2587,NA,hypothetical_protein",2196,2353,1797,2015,3315,2843
"SAR2588,NA,putative_membrane_protein",9256,7174,7219,7187,14790,10580
"SAR2589,NA,putative_transporter_protein",2322,4688,1976,3206,3552,4141
"SAR2590,NA,DedA_family_protein",5101,5841,4879,5445,5657,4687
"SAR2591,NA,putative_LysE_type_translocator",730,728,345,386,377,265
"SAR2592,NA,putative_fatty_acid_desaturase",1126,1094,12,5,504,369
"SAR2593,NA,putative_transcriptional_regulator",7297,6045,7722,7899,263,121
"SAR2594,NA,ABC_transporter_ATP-binding_protein",2606,2198,1536,1261,1298,1031
"SAR2595,NA,putative_membrane_protein",1416,1506,948,847,826,805
"SAR2596,NA,conserved_hypothetical_protein",6093,9458,7276,8087,9244,9486
"SAR2597,NA,putative_membrane_protein",5995,4882,4269,4213,5327,3563
"SAR2598,NA,putative_phospholipase/carboxylesterase",567,542,451,452,575,475
"SAR2599,NA,putative_dioxygenase",403,389,280,361,370,297
"SAR2600,NA,MarR_family_regulatory_protein",2466,2521,2050,2085,2140,1418
"SAR2601,NA,acetyltransferase_GNAT_family_protein",9517,11152,9080,10252,10695,9401
"SAR2602,NA,glyoxalase/bleomycin_resistance_protein/dioxygenase_superfamily_protein",4711,4634,3821,4389,4586,3832
"SAR2603,NA,nitroreductase_family_protein_pseudogene",8740,8719,9022,8452,13391,11477
"SAR2605,ddh,D-specific_D-2-hydroxyacid_dehydrogenase",482457,467239,473884,397939,430878,322727
"SAR2606,NA,putative_transposase_fragment",327,364,273,232,433,223
"SAR2607,NA,putative_haloacid_dehalogenase-like_hydrolase",357,329,268,242,469,333
"SAR2608,srtA,sortase_A",6798,6193,5972,5772,7483,5070
"SAR2609,NA,acetyltransferase_GNAT_family_protein",1370,1224,925,1248,1117,883
"SAR2610,NA,putative_L-serine_dehydratase,_alpha_chain",1620,1654,2187,1775,2492,1942
"SAR2611,NA,putative_L-serine_dehydratase,_beta_chain",579,647,879,624,1361,1150
"SAR2612,NA,putative_membrane_protein",1032,1229,1353,1278,3076,2739
"SAR2613,NA,putative_membrane_protein",178,186,134,145,209,141
"SAR2614,NA,putative_membrane_protein",3888,3510,2294,2936,2216,1779
"SAR2615,NA,putative_exported_protein",10846,11509,9780,11343,10367,9196
"SAR2616,NA,conserved_hypothetical_protein",2025,2079,1985,2276,1994,1501
"SAR2617,NA,hypothetical_protein",2757,2574,2667,2803,2703,1657
"SAR2618,glcB,PTS_system,_glucose-specific_IIABC_component",25144,36298,26740,30606,34403,36723
"SAR2619,NA,thiamine_pyrophosphate_enzyme",51454,55560,43220,57330,69280,66063
"SAR2620,NA,putative_membrane_protein",13713,12900,10737,14279,18200,15690
"SAR2621,NA,putative_membrane_protein",4872,4485,4257,3395,5079,2584
"SAR2622,NA,LysR_family_regulatory_protein",4076,4071,3898,3975,4597,3614
"SAR2623,NA,hypothetical_protein",261489,303823,270714,265510,284029,229772
"SAR2624,NA,putative_exported_protein",1590,602,1322,648,2868,1181
"SAR2625,mvaA,3-hydroxy-3-methylglutaryl-coenzyme_A_reductase",9471,10399,7909,9163,11191,9997
"SAR2626,mvaS,3-hydroxy-3-methylglutaryl_coenzyme_A_synthase",21898,25494,21892,21803,42307,36403
"SAR2627,NA,putative_6-O-methylguanine_DNA_methyltransferase",4323,4400,3491,4059,4028,3396
"SAR2628,clpL,putative_ATP-dependent_protease_ATP-binding_subunit_ClpL",22951,38570,28319,60526,62014,67971
"SAR2629,NA,putative_membrane_protein",127,120,119,172,311,212
"SAR2630,NA,putative_ferrous_iron_transport_protein_B",775,688,654,956,2044,1225
"SAR2631,NA,hypothetical_protein",28,23,18,12,25,20
"SAR2632,NA,putative_transport_protein",2894,2629,1840,2047,1905,1461
"SAR2633,NA,TetR_family_regulatory_protein",539,471,433,406,524,405
"SAR2634,NA,aldehyde_dehydrogenase_family_protein",14340,18403,10663,15124,14304,15383
"SAR2635,NA,putative_acetyltransferase",8468,7357,6098,6731,5986,4498
"SAR2636,NA,putative_exported_protein",5041,3254,2290,2283,942,654
"SAR2637,copA,putative_copper_importing_ATPase_A",22018,16205,15829,17068,15407,10898
"SAR2639,NA,putative_heavy-metal-associated_protein",6841,6231,5866,5492,5824,4150
"SAR2640,NA,D-isomer_specific_2-hydroxyacid_dehydrogenase",6288,6552,4249,6099,3818,3196
"SAR2641,NA,putative_aminotransferase",5909,6426,4496,6506,3037,2475
"SAR2642,crtN,squalene_synthase",2591,3188,5501,8904,7047,10036
"SAR2643,crtM,squalene_desaturase_pseudogene",1238,1625,2755,4090,5579,6369
"SAR2645,NA,putative_glycosyl_transferase",1533,2163,2861,4411,8328,8121
"SAR2646,NA,putative_phytoene_dehydrogenase_related_protein",1965,3882,2132,4300,6989,6804
"SAR2647,NA,putative_membrane_protein",574,2162,423,1328,1024,1071
"SAR2648,ssaA,secretory_antigen_precursor",899,815,733,711,1190,915
"SAR2649,NA,putative_membrane_protein",79900,86481,69958,76070,97533,85968
"SAR2650,isaA,immunodominant_antigen_A",110728,58681,85795,58401,185935,137280
"SAR2651,NA,putative_membrane_protein",7684,4598,5672,7193,1842,1018
"SAR2652,NA,TetR_family_regulatory_protein",3383,3120,2844,2905,3171,2149
"SAR2653,NA,hypothetical_protein",460,439,333,377,358,281
"SAR2654,NA,conserved_hypothetical_protein",332,277,207,275,239,171
"SAR2655,NA,putative_glyoxalase",470,583,361,650,769,641
"SAR2656,NA,conserved_hypothetical_protein",716,1024,648,1052,1172,1010
"SAR2657,NA,hypothetical_protein",127,142,104,117,150,148
"SAR2658,NA,TetR_family_regulatory_protein",503,554,435,479,555,530
"SAR2659,NA,putative_short_chain_dehydrogenase",670,667,555,691,785,699
"SAR2660,NA,conserved_hypothetical_protein",1628,2156,1819,2879,3154,2774
"SAR2661,NA,putative_hydrolase",4507,7119,5561,10798,10734,10714
"SAR2662,NA,cobalamin_synthesis_protein/P47K_family_protein",503,440,371,418,631,501
"SAR2663,NA,putative_membrane_protein",757,612,585,616,684,475
"SAR2664,NA,hypothetical_protein",272,247,207,248,314,222
"SAR2665,NA,conserved_hypothetical_protein",1208,1488,1219,1371,1902,1823
"SAR2666,NA,hypothetical_protein",1584,1610,1607,1737,2409,2260
"SAR2667,NA,hypothetical_protein",1407,1377,1332,1467,2116,1890
"SAR2668,NA,conserved_hypothetical_protein",1488,2267,2071,3136,3755,3825
"SAR2669,NA,putative_dihydroorotate_dehydrogenase",24961,23379,19920,24249,27281,24075
"SAR2670,NA,putative_membrane_protein",11554,13197,9392,11931,10978,10997
"SAR2671,NA,conserved_hypothetical_protein",3199,2526,2527,2334,3125,2273
"SAR2672,NA,conserved_hypothetical_protein",29012,35502,28459,29036,32785,28737
"SAR2673,NA,putative_DNA-binding_protein",1068,1002,846,912,1019,780
"SAR2674,NA,conserved_hypothetical_protein",998,1027,719,963,934,802
"SAR2675,panD,putative_aspartate_1-decarboxylase_precursor",4005,3553,2620,2888,3526,2853
"SAR2676,panC,putative_pantoate--beta-alanine_ligase",7251,5660,4560,5005,5682,4830
"SAR2677,panB,putative_3-methyl-2-oxobutanoate_hydroxymethyltransferase",8792,6337,5689,5781,6877,4871
"SAR2678,NA,putative_ketopantoate_reductase",8615,9206,7025,8595,8445,7443
"SAR2679,NA,putative_alpha-acetolactate_decarboxylase",5417,5766,4180,4683,4849,3928
"SAR2680,ldh2,L-lactate_dehydrogenase_2",32418,34152,30154,30261,28441,24247
"SAR2681,NA,amino_acid_permease_family_protein",13944,12658,9073,16457,4822,4025
"SAR2682,NA,putative_aminotransferase",4343,2998,2557,4792,1031,780
"SAR2683,NA,putative_membrane_protein",337,1253,435,1014,865,959
"SAR2684,fda,fructose-bisphosphate_aldolase_class_I",59147,76763,56939,62738,70222,65024
"SAR2685,mqo2,putative_malate:quinone_oxidoreductase_2",171092,184908,138646,151841,173574,147266
"SAR2686,NA,putative_membrane_protein",1052,1740,964,1136,1231,1260
"SAR2687,NA,putative_AMP-binding_enzyme",25375,24858,23749,26578,25287,20613
"SAR2688,NA,hypothetical_protein",907,3103,776,2185,1862,2033
"SAR2689,NA,hypothetical_protein",1808,4000,1520,2296,2073,1629
"SAR2690,cudB,putative_choline_dehydrogenase",95748,86937,60925,61260,72412,56585
"SAR2691,cudA,putative_betaine_aldehyde_dehydrogenase",131286,109259,97432,92323,118024,89199
"SAR2692,NA,conserved_hypothetical_protein",14773,13568,11519,10279,11069,7967
"SAR2693,cudT,choline_transporter",15963,15450,10631,10708,17798,14778
"SAR2694,nrdG,putative_anaerobic_ribonucleotide_reductase_activating_protein",25496,19474,12308,15702,7773,6637
"SAR2695,nrdD,anaerobic_ribonucleoside-triphosphate_reductase",99916,77228,51808,66066,30239,25005
"SAR2696,NA,putative_transporter_protein",1821,1430,1194,1367,1338,1193
"SAR2697,NA,conserved_hypothetical_protein",2749,2494,1859,1981,2092,1637
"SAR2698,cysJ,putative_sulfite_reductase_[NADPH]_flavoprotein_alpha-component",6947,6228,5066,5169,4989,3973
"SAR2699,NA,putative_glutathione_peroxidase",1351,1446,1106,1259,1261,1100
"SAR2700,NA,putative_membrane_protein",4166,3996,3307,3533,3680,3133
"SAR2701,NA,ABC_transporter_ATP-binding_protein",1096,1085,872,945,915,781
"SAR2702,NA,sensor_kinase_protein",3916,4441,3891,3966,5870,5208
"SAR2703,NA,response_regulator_protein",4483,4666,4400,4262,6573,5407
"SAR2704,NA,putative_membrane_protein",1778,1634,1638,1586,2376,1964
"SAR2706,phoB,alkaline_phosphatase_III_precursor_pseudogene",448,427,432,391,687,508
"SAR2706a,NA,hypothetical_protein",16216,18791,13468,13817,14753,12505
"SAR2707,NA,putative_regulatory_protein",4265,4373,3627,3816,4629,3446
"SAR2708,NA,putative_esterase",3304,3425,2429,2853,2136,1671
"SAR2709,clfB,fibrinogen_and_keratin-10_binding_surface_anchored_protein",17028,10959,11455,9508,15999,10319
"SAR2710,NA,putative_regulatory_protein",4479,4113,6379,5490,5023,4222
"SAR2711,arcC,carbamate_kinase",4561,3335,6392,5165,5456,3812
"SAR2712,arcD,arginine/ornithine_antiporter",4313,3102,6852,4887,4114,3043
"SAR2713,arcB,putative_ornithine_carbamoyltransferase",3202,2424,5167,3674,2886,2077
"SAR2714,arcA,arginine_deiminase",4112,4890,6706,6138,3510,2861
"SAR2715,NA,arginine_repressor_family_protein",1113,1371,1194,1018,1125,833
"SAR2716,aur,zinc_metalloproteinase_aureolysin_precursor",4734,3305,3723,3242,4215,2482
"SAR2717,isaB,immunodominant_antigen_B",20832,23024,18140,19259,18241,16306
"SAR2718,NA,putative_exported_protein",7534,6096,5655,6108,5381,4078
"SAR2719,NA,transcriptional_regulator_antiterminator",3606,5032,3084,3679,3781,3108
"SAR2720,NA,putative_PTS_transport_system,_IIABC_component",7083,8857,8854,9528,3738,3167
"SAR2721,pmi,mannose-6-phosphate_isomerase",4983,4800,6333,6076,2670,2055
"SAR2722,NA,putative_membrane_protein",25271,24262,18085,20038,23384,19312
"SAR2723,NA,putative_exported_protein",46731,45985,40259,40689,48168,40252
"SAR2724,NA,isochorismatase_family_protein",6300,7556,5962,6576,6955,5465
"SAR2725,sasF,putative_surface_anchored_protein",4711,5656,4415,5679,5534,5415
"SAR2726,NA,conserved_hypothetical_protein",5343,5425,5509,6625,9693,9398
"SAR2727,NA,hypothetical_protein",5621,5523,5404,6256,9581,8435
"SAR2729,NA,hypothetical_protein",1904,1395,1638,1314,1750,1089
"SAR2730,NA,conserved_hypothetical_protein",3525,2682,2938,2333,3108,2095
"SAR2731,NA,conserved_hypothetical_protein_pseudogene",4404,3594,3897,3226,4614,3155
"SAR2734,sasA,putative_serine_rich_repeat_containing_protein",67833,62046,59658,58944,72903,54260
"SAR2735,NA,conserved_hypothetical_protein",996,1149,813,1022,1326,1147
"SAR2736,NA,putative_lipoprotein_pseudogene",1000,1111,975,1106,1598,1317
"SAR2738,NA,conserved_hypothetical_protein",376,477,407,534,637,579
"SAR2739,NA,conserved_hypothetical_protein",2095,4585,2642,5296,4864,4735
"SAR2740,NA,conserved_hypothetical_protein",997,1456,768,1290,1581,1154
"SAR2741,NA,hypothetical_protein",341,311,292,263,353,269
"SAR2742,NA,acetyltransferase_GNAT_family_protein",281,241,208,217,315,225
"SAR2743,NA,putative_capsule_synthesis_protein",300,267,229,234,325,238
"SAR2744,NA,putative_capsule_synthesis_protein",160,148,111,118,196,111
"SAR2745,NA,putative_capsule_synthesis_protein",111,77,85,80,120,79
"SAR2746,icaR,ica_operon_transcriptional_regulator",7780,10588,7914,7893,12440,10000
"SAR2747,icaA,glucosaminyltransferase",95,84,88,103,99,77
"SAR2748,icaD,intercellular_adhesion_protein_D",40,27,21,34,30,24
"SAR2749,icaB,intercellular_adhesion_protein_B",266,202,209,198,221,195
"SAR2750,icaC,intercellular_adhesion_protein_C",749,821,680,643,673,603
"SAR2752,NA,conserved_hypothetical_protein",434,397,542,391,386,277
"SAR2753,lip,lipase_precursor",3816,4715,4943,4011,3939,3819
"SAR2754,hisIE,putative_histidine_biosynthesis_bifunctional_protein",368,302,275,337,475,398
"SAR2755,hisF,HisF_cyclase-like_protein",211,201,182,211,283,236
"SAR2756,hisA,putative_phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotide_isomerase",156,159,133,131,179,163
"SAR2757,hisH,putative_amidotransferase",135,127,86,90,116,87
"SAR2758,hisB,putative_imidazoleglycerol-phosphate_dehydratase",141,120,103,114,156,111
"SAR2759,NA,putative_aminotransferase",277,286,238,236,261,191
"SAR2760,hisD,putative_histidinol_dehydrogenase",427,322,327,311,336,279
"SAR2761,hisG,putative_ATP_phosphoribosyltransferase",104,89,75,89,77,72
"SAR2763,NA,putative_lipoprotein",3957,3319,2341,2616,2103,1608
"SAR2764,NA,hypothetical_protein",1087,872,442,583,334,418
"SAR2765,NA,ABC_transporter_permease_protein",1329,1099,528,735,441,487
"SAR2766,NA,ABC_transporter_ATP-binding_protein",3531,2636,1358,2374,1221,1049
"SAR2767,NA,putative_membrane_protein",1020,852,552,923,326,263
"SAR2768,NA,conserved_hypothetical_protein",2238,1709,1292,2109,512,411
"SAR2769,NA,conserved_hypothetical_protein",3823,6029,5124,7752,10568,11661
"SAR2770,drp35,conserved_hypothetical_protein",1174,1383,1057,1044,1024,1001
"SAR2771,NA,conserved_hypothetical_protein",2084,1645,1546,1533,2286,1731
"SAR2772,pcp,pyrrolidone-carboxylate_peptidase",2240,2002,1468,1919,1417,1024
"SAR2773,NA,conserved_hypothetical_protein",1603,1989,1148,1707,1805,1488
"SAR2774,cna,collagen_adhesin_precursor",26338,24735,17265,21483,17357,16860
"SAR2775,NA,sodium:sulfate_symporter_family_protein",7769,8768,7599,7999,10626,8703
"SAR2776,NA,putative_membrane_protein",4008,3790,3211,3479,3401,2450
"SAR2777,NA,putative_DNA-binding_protein",685,2178,785,1917,2229,2274
"SAR2778,NA,putative_nickel_transport_protein",4518,5290,4242,6334,8125,7326
"SAR2779,NA,putative_N-acetyltransferase",10684,10949,8881,9387,9196,7812
"SAR2780,NA,putative_membrane_protein",1851,4716,3183,5955,6403,7389
"SAR2781,vraD,ABC_transporter_ATP-binding_protein",501,530,427,522,511,395
"SAR2782,vraE,ABC_transporter_permease_protein",720,734,511,603,620,493
"SAR2783,NA,putative_membrane_protein",90,98,80,71,64,44
"SAR2784,NA,transposase_pseudogene",1565,1280,1115,1042,1325,900
"SAR2787,NA,hypothetical_protein",1290,1343,886,844,1056,917
"SAR2788,NA,putative_exported_protein",2734,2248,1694,1592,1849,1514
"SAR2789,NA,putative_subtilase_family_protease",5044,3895,3347,2678,3327,2076
"SAR2790,cspB,cold_shock_protein",48324,44351,38262,35210,44077,25580
"SAR2791,NA,putative_membrane_protein",4646,5217,3998,4505,4752,4089
"SAR2792,NA,putative_membrane_protein",2181,1973,1759,1551,1520,1151
"SAR2793,NA,putative_membrane_protein",2232,2136,1854,1719,1579,1124
"SAR2795,NA,putative_DNA-binding_protein",8577,9103,7416,7892,8624,6897
"SAR2796,gidB,putative_glucose_inhibited_division_protein_B",3253,3342,2757,2956,3615,3137
"SAR2797,gidA,glucose_inhibited_division_protein_A",7863,7793,6184,6911,8876,7669
"SAR2799,rnpA,ribonuclease_P_protein_component",641,620,527,512,1328,874
"SAR2800,rpmH,50S_ribosomal_protein_L34",19292,20041,15145,14115,30126,23064
"SAR395a,NA,hypothetical_protein",570,661,520,523,677,624
SARt001,64,57,60,38,90,33
SARt002,16,20,14,10,50,12
SARt003,1526,1199,612,654,745,397
SARt004,3,4,4,10,13,3
SARt005,37,24,48,21,49,18
SARt006,364,338,368,195,627,203
SARt007,207,155,189,107,325,101
SARt008,100,78,80,55,171,56
SARt009,31,20,32,24,66,13
SARt010,164,103,142,85,262,88
SARt011,443,220,395,274,748,347
SARt012,1774,1802,1435,1406,2733,2447
SARt013,318,393,315,262,444,264
SARt014,116,140,125,93,246,71
SARt015,125,114,98,88,259,33
SARt016,228,221,207,144,430,132
SARt017,131,115,117,66,181,65
SARt018,75,69,56,43,115,30
SARt019,9,16,14,12,21,3
SARt020,81,64,84,35,149,26
SARt021,145,129,116,75,217,46
SARt022,225,143,145,98,269,40
SARt023,178,163,182,96,290,23
SARt024,455,445,529,251,1054,231
SARt025,1524,2170,1359,1200,2807,1861
SARt026,1591,1870,1151,1259,2485,1391
SARt027,69,115,28,63,117,38
SARt028,155,128,47,80,161,77
SARt029,38,45,22,51,57,24
SARt030,100,156,65,88,209,99
SARt031,558,1012,541,548,1255,723
SARt032,69,103,37,58,112,57
SARt033,13,26,10,11,17,34
SARt034,48,40,26,42,50,22
SARt035,33,49,27,44,45,16
SARt036,91,99,46,77,88,33
SARt037,1127,1339,736,1010,1537,666
SARt038,354,376,252,338,305,143
SARt039,108,111,85,106,101,50
SARt040,304,394,259,293,339,171
SARt041,739,932,520,756,664,434
SARt042,81,97,81,82,70,66
SARt043,49,43,34,36,34,26
SARt044,196,198,149,137,133,86
SARt045,293,376,290,361,268,192
SARt046,11,23,14,10,23,11
SARt047,2011,2666,1600,1704,2302,1649
SARt048,232,362,185,206,285,211
SARt049,132,144,92,95,108,164
SARt050,2,4,2,11,7,6
SARt051,1324,1105,1065,1046,2605,2243
SARt052,100,85,42,75,180,119
SARt053,378,336,413,239,685,216
SARt054,491,418,480,337,768,131
SARt055,135,132,88,105,149,86
SARt056,57,65,40,44,48,54
SARt057,469,530,433,380,333,430
SARt058,105,92,112,65,70,96
SARt059,1,4,5,0,2,1
SARt060,4,3,4,6,3,2
acpD,951,944,745,746,1020,890
asnC,32327,33463,28683,27438,39384,32995
azi,7422,7859,7189,8073,10597,8964
carB,59666,80376,25887,59411,46328,55351
cbiO,9871,7680,7582,7942,8949,6698
ddl,19565,20329,15597,17896,19291,16144
deoD,28455,33922,27237,29917,32920,29649
engA,20802,16908,15785,16609,21721,17239
engB,1662,1571,1513,1429,2805,1967
eutD,44494,48469,40440,41200,57158,45174
fumC,8720,13708,7474,10086,11238,11345
gcp,4058,3606,2646,2778,4729,4380
gid,13179,14309,9103,13261,14923,15324
glmM,42639,44086,36329,37184,44504,39522
glmU,24234,22384,20847,20608,31867,25587
gltD,23783,15735,6420,8615,3043,2716
gmk,22504,19310,18102,16460,21556,13426
gpmA,78571,91576,67876,69942,77217,67349
hisZ,227,177,174,164,148,91
holA,2327,2285,1990,1806,3312,2507
hslO,5215,4268,4204,3969,5944,4685
hslU,37275,37723,34163,34275,49418,42408
ipk,13346,11969,10547,10398,11884,7938
ispD,15759,17618,14466,16141,16665,14702
ksgA,4499,4267,3097,3437,4287,3695
mnmA,15315,15131,12609,13283,16542,14468
