Synonym,Raw.Counts.PAK.Replicate.1,Raw.Counts.PAK.Replicate.2,Raw.Counts.PAK.Replicate.3,Raw.Counts.PilA.Replicate.1,Raw.Counts.PilA.Replicate.2,Raw.Counts.PilA.Replicate.3,Raw.Counts.PilR.Replicate.1,Raw.Counts.PilR.Replicate.2,Raw.Counts.PilR.Replicate.3
PA5023,15,32,16,11,10,15,16,25,17
PA5024,7,26,26,22,17,24,20,37,27
predicted RNA,206,126,97,75,88,71,100,76,87
PA5025,19,25,22,13,10,23,22,21,17
predicted RNA,36,29,18,14,19,12,15,9,17
predicted RNA,38,27,14,12,14,9,11,8,15
PA5026,2,2,2,1,1,1,4,4,0
predicted RNA,3,2,2,1,2,1,1,1,1
predicted RNA,149,160,40,60,56,47,52,27,46
PA5027,35,55,56,45,42,29,63,60,38
PA5028,35,42,33,26,23,21,22,8,20
PA5029,1,6,5,8,5,3,1,5,0
PA5030,4,10,5,6,9,6,8,1,4
PA5031,3,12,9,3,6,14,9,14,9
PA5032,3,8,5,5,4,6,10,6,6
PA5033,8,18,12,9,9,9,10,18,15
PA5034,11,21,15,7,5,15,23,12,16
predicted RNA,113,73,48,45,65,46,56,40,51
predicted RNA,3,2,1,1,2,1,2,1,1
predicted RNA,4,3,1,1,3,1,3,2,2
PA5035,4,12,8,8,7,9,18,15,11
PA5036,14,32,38,22,25,28,30,24,34
predicted RNA,119,164,118,108,105,126,127,131,90
PA5037,31,97,85,58,45,78,87,71,57
predicted RNA,4,3,2,1,1,2,3,3,1
predicted RNA,100,121,120,75,77,80,85,103,90
predicted RNA,2,2,2,1,1,1,2,2,1
predicted RNA,130,155,137,97,94,88,112,135,100
PA5038,7,15,15,7,9,15,12,12,9
predicted RNA,144,164,139,96,88,107,134,118,119
PA5039,5,23,6,5,4,9,13,17,7
PA5040,34,87,76,74,40,70,67,91,75
PA5041,1,3,1,1,3,1,2,1,0
PA5042,6,6,17,8,7,10,19,11,14
PA5043,4,5,7,7,5,6,7,10,5
PA5044,12,8,10,15,4,5,14,10,7
PA5045,210,277,232,150,94,151,163,178,167
PA5046,5,11,7,6,12,7,9,6,7
predicted RNA,109,104,78,68,80,69,113,81,83
predicted RNA,799,713,619,519,613,480,815,643,636
PA5047,5,7,1,4,3,7,12,5,7
PA5048,0,0,0,0,0,0,0,3,1
predicted RNA,23,59,45,61,24,49,57,47,43
predicted RNA,505,502,346,282,341,228,352,308,254
PA5049,6,5,7,6,6,8,6,9,8
PA5050,7,14,6,11,9,25,18,14,17
predicted RNA,141,120,76,59,98,77,100,66,81
PA5051,3,9,14,7,7,10,13,15,12
predicted RNA,107,83,62,57,63,45,75,54,66
predicted RNA,16,14,8,8,8,9,7,8,9
predicted RNA,33,31,16,13,20,16,19,18,14
predicted RNA,52,43,35,22,30,19,37,28,21
PA5052,8,11,15,17,5,10,12,15,11
PA5053,2,6,5,6,4,3,8,8,4
predicted RNA,63,79,58,83,53,102,97,120,46
PA5054,7,10,15,15,6,13,17,15,11
predicted RNA,23,26,10,28,15,28,12,27,17
PA5055,0,3,3,2,3,5,9,4,1
predicted RNA,68,101,77,71,66,96,121,115,77
predicted RNA,584,543,459,478,477,464,597,470,444
PA5056,7,17,9,13,12,10,13,9,5
predicted RNA,195,226,160,191,152,212,245,199,168
PA5057,4,17,16,14,12,12,15,21,11
PA5058,35,85,67,70,40,68,72,84,75
PA5059,11,12,12,5,14,17,14,13,11
PA5060,127,209,143,104,105,102,258,136,146
predicted RNA,4493,7265,5776,4925,4739,5012,6839,5000,5865
PA5061,1,3,1,0,2,1,1,0,2
predicted RNA,8,10,8,10,7,9,8,9,11
PA5062,1,3,2,1,4,0,1,4,1
predicted RNA,13,14,9,9,10,5,9,9,7
PA5063,4,7,6,13,8,12,9,1,6
predicted RNA,405,467,368,305,332,363,509,420,414
PA5064,2,2,5,2,0,3,3,3,1
PA5065,5,14,23,10,3,8,12,24,12
predicted RNA,681,985,833,701,592,711,953,866,771
PA5066,2,7,6,5,3,6,5,5,4
PA5067,6,21,13,10,7,13,16,9,9
PA5068,2,6,6,1,1,1,3,1,0
PA5069,3,2,4,2,2,4,6,6,4
PA5070,4,15,17,9,11,7,5,8,5
PA5071,3,4,0,5,0,0,0,2,3
PA5072,5,12,14,7,6,13,15,17,15
PA5073,7,6,4,12,4,9,3,7,6
PA5074,25,28,22,28,19,27,28,34,23
PA5075,10,5,5,4,7,8,10,7,7
predicted RNA,590,488,368,453,543,316,312,265,311
PA5076,2,6,3,5,4,3,6,5,7
PA5077,1,11,9,6,10,5,8,11,14
predicted RNA,72,61,35,41,42,49,51,45,40
predicted RNA,626,615,440,491,484,431,542,441,463
PA5078,15,31,24,24,19,19,20,24,23
predicted RNA,99,169,145,121,99,145,153,159,148
PA5079,1,6,5,3,2,5,7,2,4
PA5080,12,20,16,10,12,16,15,10,15
predicted RNA,70,101,60,76,56,72,95,77,62
predicted RNA,191,246,177,161,178,167,285,231,205
PA5081,4,10,11,9,8,9,9,12,9
PA5082,6,19,10,9,10,7,17,19,9
PA5083,0,5,5,2,1,7,2,7,4
PA5084,3,2,4,3,1,7,5,3,6
PA5085,35,62,62,54,36,53,72,104,57
PA5087,1,0,0,0,0,0,0,1,0
PA5088,0,0,0,0,0,0,0,0,0
PA5089,10,24,12,36,15,22,28,27,15
PA5090,5,3,9,14,8,16,16,21,10
PA5091,5,5,6,8,5,4,10,5,11
predicted RNA,19,48,34,35,25,28,61,36,29
PA5092,9,24,21,5,10,7,14,9,8
PA5093,3,7,5,5,1,12,12,7,8
PA5094,1,2,0,1,0,1,0,3,1
PA5095,1,4,2,2,5,8,3,6,6
PA5096,2,3,7,3,0,1,5,1,6
PA5097,7,14,14,11,10,16,11,19,6
PA5098,3,5,7,2,3,2,7,3,4
PA5099,7,18,14,14,8,12,12,21,13
predicted RNA,616,862,589,632,748,752,772,642,592
PA5100,8,16,12,12,7,21,18,9,15
PA5101,4,6,9,4,5,6,12,6,1
predicted RNA,99,231,161,139,134,127,261,157,196
PA5102,1,4,7,3,3,6,11,9,8
PA5103,2,12,15,9,8,8,16,13,14
predicted RNA,35,45,33,21,16,24,23,19,24
PA5104,3,3,6,4,4,4,4,3,4
PA5105,0,2,0,1,1,4,1,5,1
predicted RNA,9,14,7,11,7,12,14,13,6
PA5106,9,27,18,26,18,18,17,23,17
predicted RNA,13,19,17,22,18,20,21,26,12
predicted RNA,7,7,6,8,4,9,9,14,5
PA5107,5,7,4,5,5,7,5,13,0
predicted RNA,456,666,476,450,418,492,545,398,487
PA5108,1,0,1,0,0,1,1,1,0
PA5109,2,7,5,4,11,7,14,10,4
PA5110,9,11,13,15,10,17,12,11,14
predicted RNA,356,379,254,230,230,208,346,257,246
PA5111,0,1,2,0,1,0,1,2,2
predicted RNA,116,154,93,162,115,144,170,116,104
predicted RNA,1073,1292,916,796,857,798,1347,815,1001
PA5112,11,22,33,33,15,27,39,51,21
PA5113,2,4,4,2,1,1,1,10,1
PA5114,6,13,11,12,4,7,12,12,7
predicted RNA,161,259,240,201,158,232,253,297,220
PA5115,0,0,2,0,1,0,0,0,2
PA5116,1,0,0,0,1,0,0,0,2
PA5117,10,18,19,22,19,14,16,15,7
PA5118,2,7,8,10,3,11,16,9,6
predicted RNA,2608,2441,1776,2779,2755,2897,2155,1395,1861
PA5119,18,48,36,27,18,28,46,57,33
PA5120,8,10,15,10,6,11,11,6,10
PA5121,6,10,4,8,4,12,8,17,11
PA5122,5,16,16,14,8,13,24,16,16
PA5123,1,8,5,6,1,4,7,5,2
PA5124,6,24,24,12,10,15,21,29,16
PA5125,15,45,28,22,22,39,41,37,30
predicted RNA,2,3,3,5,3,3,1,1,1
PA5126,2,0,1,6,5,9,2,0,0
PA5127,6,8,6,3,4,6,10,7,11
predicted RNA,463,412,291,257,371,271,427,282,333
PA5128,4,8,2,3,2,2,4,8,6
PA5129,0,2,0,2,0,0,0,1,2
predicted RNA,110,95,71,64,78,67,94,87,73
PA5130,0,1,2,3,1,0,1,2,0
predicted RNA,33,24,30,22,23,24,17,21,18
PA5131,1,9,5,12,5,11,3,7,8
PA5132,4,7,2,10,8,12,4,1,1
PA5133,6,4,7,5,2,5,9,7,5
predicted RNA,88,161,127,108,108,92,138,121,98
PA5134,10,9,5,4,6,2,12,12,6
predicted RNA,343,445,322,227,275,274,430,328,287
PA5135,2,2,3,1,2,5,2,4,5
PA5136,47,48,25,23,19,20,18,10,19
predicted RNA,77,52,29,31,28,29,26,26,22
PA5137,3,12,3,3,4,5,8,4,6
predicted RNA,168,113,89,58,51,51,67,38,57
PA5138,0,3,1,2,0,2,5,2,4
PA5139,1,7,9,3,0,5,3,6,6
predicted RNA,19,12,9,5,6,5,6,5,6
PA5140,2,7,3,3,0,5,5,3,1
PA5141,2,6,1,4,3,2,4,7,2
PA5142,0,1,1,0,2,1,1,2,0
predicted RNA,23,20,19,13,17,21,26,16,19
predicted RNA,6,7,5,4,7,4,8,6,7
predicted RNA,293,346,334,260,266,236,369,315,301
PA5143,8,9,8,7,1,7,16,13,5
PA5144,0,0,0,0,0,0,2,0,0
PA5145,0,8,9,6,5,10,8,6,6
PA5146,19,30,21,18,16,21,20,23,18
predicted RNA,49,69,53,53,47,54,46,56,57
PA5147,17,22,26,18,16,24,37,37,33
predicted RNA,123,191,157,145,137,104,205,175,137
PA5148,1,4,3,8,3,4,2,6,3
PA5149,15,31,16,16,12,23,24,24,22
PA5149.1,3,7,3,6,4,5,5,5,4
PA5150,5,3,2,4,4,2,4,6,1
PA5151,2,7,1,2,3,3,5,4,2
predicted RNA,2733,2288,2186,1740,2055,1533,1904,1346,1706
PA5152,17,20,23,22,10,24,23,29,23
PA5153,12,18,9,10,9,14,13,8,8
PA5154,4,5,4,2,3,4,3,6,5
PA5155,3,7,5,7,4,2,8,3,4
PA5156,2,9,12,4,5,10,8,19,4
PA5157,2,2,1,6,0,1,3,2,2
PA5158,6,31,13,20,14,17,35,21,17
PA5159,5,5,13,10,6,8,14,9,11
PA5160,9,21,32,20,13,17,25,19,16
PA5160.1,0,0,0,0,0,0,0,0,0
predicted RNA,32,40,37,27,22,14,26,31,27
PA5161,13,17,19,6,9,22,12,21,13
predicted RNA,13,13,10,8,4,7,14,9,12
predicted RNA,3,3,2,2,1,2,4,2,4
PA5162,8,3,5,2,12,2,8,1,5
predicted RNA,62,76,57,33,57,53,74,53,63
PA5163,4,5,10,2,1,11,5,4,3
PA5164,2,3,4,1,0,3,4,3,2
predicted RNA,25,22,12,15,14,18,23,15,18
PA5165,4,12,11,13,8,9,12,16,22
PA5166,4,14,8,11,4,7,13,13,12
predicted RNA,444,612,442,574,593,581,510,373,443
PA5167,12,18,10,11,12,13,24,16,5
PA5168,5,11,16,10,5,14,17,22,22
PA5169,2,5,11,3,8,6,8,5,6
predicted RNA,12049,11991,5909,6445,8208,6031,7013,3826,6330
PA5170,15,22,17,8,22,16,19,19,17
PA5171,17,34,15,15,17,23,18,20,20
PA5172,18,13,8,5,12,13,20,13,10
PA5173,17,38,21,29,25,20,37,38,17
PA5174,26,60,66,63,40,51,66,73,67
PA5175,2,3,1,2,1,6,2,0,3
PA5176,0,2,1,1,0,2,0,0,1
PA5177,28,39,26,35,32,37,45,30,32
PA5178,8,9,9,7,9,10,15,18,13
PA5179,3,9,5,10,1,8,13,3,10
PA5180,32,30,33,69,46,60,48,48,38
PA5181,19,38,29,45,33,49,34,31,28
PA5181.1,88,112,92,110,89,111,79,96,99
PA5182,2,3,1,7,3,4,5,1,2
PA5183,7,5,9,10,7,8,16,11,6
predicted RNA,76,92,99,74,70,74,75,72,73
PA5183a,0,0,0,0,0,0,0,0,0
PA5184,4,9,7,9,5,14,8,13,8
PA5185,5,15,9,8,12,9,14,10,10
PA5186,11,21,15,11,7,16,28,21,20
PA5187,4,10,5,7,2,9,8,8,10
PA5188,0,5,3,5,7,2,4,4,7
PA5189,42,45,37,41,26,34,41,43,28
PA5190,3,2,0,2,3,1,3,7,2
predicted RNA,51,70,64,60,58,62,72,53,69
PA5191,0,0,1,0,0,0,0,0,0
PA5192,11,16,9,11,11,13,16,22,18
predicted RNA,80,53,50,45,54,34,38,48,43
predicted RNA,64,54,28,33,45,25,36,33,28
predicted RNA,108,112,81,59,68,40,78,59,69
PA5193,3,6,6,0,8,4,9,8,6
PA5194,12,31,24,9,16,18,25,32,26
PA5195,3,5,3,1,2,1,2,1,1
PA5196,0,2,4,4,0,1,0,0,3
PA5197,0,5,2,6,2,5,4,5,1
PA5198,5,16,11,10,8,8,12,16,5
PA5199,6,19,15,13,12,11,15,13,9
PA5200,4,6,1,6,4,9,4,4,2
predicted RNA,686,581,539,449,502,422,599,484,463
PA5201,17,34,29,23,22,36,31,39,19
PA5202,4,9,3,2,5,4,5,6,5
PA5203,24,28,14,21,14,23,34,25,21
PA5204,1,10,11,3,5,9,14,6,9
predicted RNA,51,60,32,35,30,28,46,40,25
PA5205,68,165,123,124,104,133,187,164,121
PA5206,7,8,7,12,7,2,15,4,9
PA5207,5,10,8,9,0,11,5,14,11
PA5208,19,41,52,32,28,51,45,58,41
predicted RNA,262,300,177,196,177,163,211,164,178
PA5209,2,16,6,7,9,14,8,14,4
predicted RNA,394,470,290,267,268,271,381,263,314
PA5210,32,66,67,69,32,60,92,81,67
predicted RNA,24,38,21,21,18,19,25,15,21
predicted RNA,69,79,52,42,43,48,62,34,35
predicted RNA,148,231,206,205,168,230,362,258,227
PA5211,5,32,36,25,17,38,40,35,30
PA5212,15,42,40,44,22,47,60,44,44
PA5213,57,165,110,154,101,149,215,164,118
predicted RNA,645,873,699,529,584,624,918,667,729
PA5214,1,3,3,0,0,6,2,3,2
PA5215,3,3,6,11,8,4,4,5,2
predicted RNA,132,141,122,71,122,92,114,115,121
PA5216,9,20,19,16,11,19,25,16,14
PA5217,8,18,17,13,11,11,5,18,9
predicted RNA,630,596,594,501,561,446,612,568,554
PA5218,2,6,4,1,3,4,4,5,0
PA5219,12,39,34,19,19,29,40,40,29
predicted RNA,61,121,60,60,67,56,135,72,107
PA5220,14,27,22,19,16,18,27,24,14
PA5221,9,22,12,6,10,9,26,17,20
PA5222,3,5,3,1,2,6,3,1,3
PA5223,4,6,5,11,3,5,7,11,17
predicted RNA,95,123,83,76,78,86,129,113,69
predicted RNA,528,622,478,425,442,480,623,530,474
PA5224,5,9,11,14,13,16,13,17,7
PA5225,4,11,5,4,2,7,5,10,3
predicted RNA,2,2,2,1,2,2,3,2,2
PA5226,1,7,4,5,0,6,4,8,3
PA5227,4,4,3,10,6,9,6,7,3
PA5227.1,0,4,1,2,7,7,0,1,0
PA5228,34,58,36,96,75,82,10,11,9
predicted RNA,688,824,614,1526,1129,1427,91,109,75
predicted RNA,676,972,860,712,771,706,727,848,787
PA5229,68,72,52,51,64,38,42,38,38
PA5230,14,39,23,21,23,21,28,29,19
PA5231,12,15,19,15,17,15,14,20,7
predicted RNA,631,615,357,345,365,245,365,201,260
PA5232,10,26,16,11,12,22,18,16,10
predicted RNA,37,59,32,28,29,46,55,43,30
PA5233,4,4,2,8,0,3,3,5,2
predicted RNA,52,46,44,35,39,41,65,34,52
PA5234,5,10,9,6,6,11,16,7,5
PA5235,24,44,36,31,23,37,42,31,28
PA5236,0,4,3,3,4,7,6,3,3
PA5237,3,4,4,8,6,7,9,6,3
PA5238,5,16,11,7,5,8,12,7,8
PA5239,12,23,30,22,8,23,16,30,26
predicted RNA,59,89,42,54,46,89,56,62,43
predicted RNA,54,50,38,44,43,79,54,61,42
predicted RNA,24,22,20,17,25,32,22,25,14
predicted RNA,98,140,90,71,109,160,98,119,93
PA5240,1,9,4,4,4,7,11,4,4
PA5241,80,126,102,103,71,106,132,149,112
predicted RNA,63,65,53,41,45,34,65,52,49
predicted RNA,23,42,35,37,39,40,44,37,39
PA5242,28,51,50,55,50,68,50,45,45
PA5243,10,27,24,18,11,15,19,27,21
PA5244,9,12,13,6,10,10,20,14,10
predicted RNA,379,560,503,442,386,418,619,493,512
PA5245,12,14,10,5,10,12,15,12,10
PA5246,18,15,24,16,10,25,18,24,17
PA5247,4,5,6,4,2,6,9,3,3
PA5248,12,13,21,17,10,16,27,25,17
PA5249,6,18,10,9,11,12,12,17,8
PA5250,20,52,45,41,29,65,57,48,40
PA5251,17,34,27,30,16,35,38,26,29
predicted RNA,7,11,10,9,8,9,7,9,8
PA5252,8,18,13,13,9,9,12,8,10
PA5252a,119,257,205,160,128,203,325,251,200
PA5253,101,141,108,98,100,129,222,177,167
PA5254,12,15,13,10,13,8,18,14,16
predicted RNA,461,729,646,618,524,667,872,884,711
PA5255,8,12,17,8,7,13,13,12,7
PA5256,0,5,5,5,4,4,2,5,3
predicted RNA,888,1101,811,918,850,837,1073,927,799
PA5257,3,5,1,3,4,3,11,5,3
PA5258,7,13,8,7,6,10,7,12,8
PA5259,0,10,6,3,7,3,9,10,10
predicted RNA,1529,2356,1820,1761,1534,1717,2412,1825,1844
PA5260,3,9,8,6,7,5,11,6,8
PA5261,7,9,11,2,5,7,9,10,11
PA5262,3,3,6,6,3,4,8,14,2
PA5263,47,77,73,94,54,82,58,85,66
PA5264,41,66,38,52,41,63,40,70,55
PA5265,106,203,185,175,100,190,167,228,152
PA5266,12,11,11,15,16,15,15,14,9
PA5267,4,4,7,8,5,8,6,8,9
predicted RNA,5,3,2,12,10,9,1,0,1
predicted RNA,7,9,6,40,19,21,5,9,6
PA5268,1,14,15,8,4,8,13,10,10
predicted RNA,110,216,196,154,148,170,258,216,175
PA5269,1,3,4,0,1,2,0,0,0
PA5270,9,13,15,9,9,11,10,10,9
predicted RNA,560,921,751,715,651,724,1052,765,823
PA5271,2,5,3,0,2,1,5,3,3
PA5272,17,75,48,41,32,43,61,83,59
PA5273,10,9,7,8,8,13,8,11,6
PA5274,2,5,2,4,1,6,7,4,6
predicted RNA,363,293,255,192,230,173,241,195,203
PA5275,0,1,1,0,0,2,0,1,0
predicted RNA,55,91,105,80,57,78,104,104,94
predicted RNA,608,768,687,624,549,603,830,729,593
PA5276,0,0,0,0,0,0,1,0,0
PA5277,3,7,5,5,5,2,7,4,11
PA5278,3,3,5,6,4,8,7,8,8
predicted RNA,192,273,207,164,185,208,274,224,196
PA5279,1,2,3,3,5,6,2,2,1
PA5280,1,1,3,0,1,0,1,0,1
PA5281,3,3,3,0,1,2,1,1,2
PA5282,11,13,10,13,11,15,13,7,13
PA5283,20,57,47,54,33,58,41,70,52
PA5284,8,18,7,13,6,15,15,12,16
predicted RNA,260,480,322,306,294,324,405,344,367
PA5285,4,5,8,4,4,3,6,5,6
PA5286,1,0,0,1,0,1,1,0,0
PA5287,23,46,39,33,20,41,47,34,40
predicted RNA,952,1790,1692,1725,1396,1809,1814,1965,1935
PA5288,3,16,7,4,1,4,5,5,4
predicted RNA,147,184,152,145,131,119,255,196,159
PA5289,1,3,0,1,0,1,0,1,0
PA5290,12,30,30,31,18,35,37,34,20
PA5291,59,120,85,80,66,54,134,56,100
PA5292,17,20,21,26,18,19,24,22,13
PA5293,3,0,0,1,1,1,2,4,0
PA5294,39,51,33,32,27,26,46,38,40
PA5295,2,4,9,11,6,3,8,10,4
predicted RNA,20,25,15,12,7,10,13,9,11
predicted RNA,72,87,53,33,32,34,39,40,29
PA5296,7,12,10,7,12,13,16,12,12
PA5297,9,18,13,19,17,14,31,13,16
PA5298,31,59,34,38,51,27,47,53,34
PA5299,17,40,27,29,27,33,43,43,42
predicted RNA,1112,1408,1340,960,1038,977,1261,1035,1125
PA5300,0,7,5,2,3,0,3,0,2
PA5301,2,3,3,2,1,2,4,0,3
PA5302,5,14,16,11,6,19,13,14,12
PA5303,1,1,0,1,0,1,4,3,0
predicted RNA,829,817,401,453,529,461,568,279,432
PA5304,11,12,9,2,5,8,6,2,7
predicted RNA,292,420,409,352,308,423,495,440,422
PA5305,0,3,1,2,4,5,3,3,3
PA5306,0,0,0,0,0,1,2,3,1
PA5307,11,43,26,17,9,40,23,48,17
predicted RNA,42,44,34,26,36,25,29,31,24
predicted RNA,135,169,177,149,112,154,211,153,189
PA5308,7,14,10,16,7,13,13,17,10
PA5309,5,9,6,9,5,6,8,4,8
PA5310,10,20,20,7,14,10,21,21,11
PA5311,10,14,9,13,12,10,18,18,11
predicted RNA,1078,1624,1295,1148,994,1253,1752,1519,1401
PA5312,3,5,1,4,6,4,8,8,10
predicted RNA,444,960,921,600,592,681,991,778,810
PA5313,7,10,8,8,9,15,15,13,7
PA5314,1,1,1,1,4,0,3,2,2
PA5315,0,1,2,2,1,0,0,1,0
PA5316,5,6,6,5,3,4,7,5,3
PA5316.1,93,85,77,69,61,45,63,55,59
predicted RNA,55,40,31,23,34,23,48,27,36
PA5317,12,16,15,13,17,11,15,15,10
predicted RNA,2,2,1,1,1,1,2,1,1
PA5318,7,33,23,28,12,24,32,28,22
PA5319,10,11,7,8,5,7,16,19,17
PA5320,8,11,6,10,5,8,9,16,11
PA5321,0,2,1,0,1,0,1,1,0
predicted RNA,10,9,6,7,5,4,9,6,5
PA5322,14,45,41,33,26,38,53,48,31
predicted RNA,412,389,269,258,282,224,350,266,259
predicted RNA,125,115,95,96,85,76,97,76,92
PA5323,11,21,19,20,8,17,17,24,18
predicted RNA,176,194,133,97,125,96,130,104,118
PA5324,15,19,6,12,8,8,12,12,9
PA5325,12,31,15,24,12,9,13,22,11
PA5326,0,1,1,2,0,2,2,2,1
PA5327,16,40,22,28,13,28,29,36,27
PA5328,1,1,0,0,0,0,0,1,0
PA5329,15,25,15,12,12,16,16,21,14
PA5330,22,47,33,41,14,22,46,40,28
PA5331,2,8,8,14,3,5,15,10,4
PA5332,70,64,42,21,13,17,14,21,26
predicted RNA,391,481,576,416,362,415,517,570,458
PA5333,2,8,13,7,4,13,18,16,8
predicted RNA,186,211,156,159,148,141,176,148,141
PA5334,2,3,1,10,1,4,5,5,9
predicted RNA,94,82,76,75,64,57,75,62,64
PA5335,13,16,15,17,9,16,22,24,17
predicted RNA,21,27,17,11,11,16,21,15,11
PA5336,7,13,9,3,3,3,4,5,8
predicted RNA,836,879,817,652,666,572,985,817,699
PA5337,0,2,1,3,0,2,2,1,0
PA5338,7,27,21,15,15,26,29,23,20
predicted RNA,20,17,10,11,14,11,17,14,17
predicted RNA,230,254,211,222,213,233,284,232,210
PA5339,1,2,3,1,1,2,1,2,2
PA5340,0,1,2,0,0,1,2,2,3
PA5341,4,3,5,2,4,4,6,3,3
PA5342,1,3,2,0,2,4,5,3,1
PA5343,1,1,0,2,0,6,1,2,1
PA5344,14,23,20,8,9,23,19,22,23
predicted RNA,430,478,411,353,382,330,523,423,331
PA5345,10,28,28,34,18,32,41,31,24
PA5346,18,27,15,14,11,20,19,24,13
PA5347,9,21,24,16,22,30,31,31,24
predicted RNA,3418,5062,4362,3252,3433,3119,4721,3574,4288
PA5348,9,15,10,3,7,5,13,11,7
PA5349,7,20,16,12,10,26,11,22,9
predicted RNA,72,65,66,62,67,75,68,68,58
PA5350,0,0,0,0,0,0,0,0,0
PA5351,0,0,0,0,0,0,0,0,0
predicted RNA,122,107,106,62,68,48,79,66,76
PA5352,3,1,3,0,1,4,2,0,2
predicted RNA,54,27,35,26,26,21,56,28,37
predicted RNA,163,81,96,36,57,44,147,62,84
PA5353,5,5,6,2,3,2,5,1,2
predicted RNA,214,86,110,56,73,48,136,66,98
PA5354,1,1,1,1,1,1,0,7,5
predicted RNA,28,9,11,5,9,3,14,6,10
predicted RNA,1727,606,633,353,561,271,687,433,632
PA5355,5,4,5,7,2,6,6,5,4
PA5356,7,23,32,17,13,22,22,23,20
PA5357,5,35,21,20,12,17,32,26,22
PA5358,132,304,201,216,175,194,299,241,221
PA5359,18,44,28,33,28,44,41,42,27
PA5360,10,19,13,21,6,18,21,15,14
PA5361,15,26,26,21,17,19,32,20,21
PA5362,32,48,33,38,26,25,41,44,29
PA5363,14,31,24,17,20,14,33,25,22
predicted RNA,116,145,106,91,102,66,122,82,72
PA5364,12,17,10,10,11,10,21,11,14
predicted RNA,47,90,57,67,53,65,84,63,70
predicted RNA,222,343,311,210,245,256,316,267,291
PA5365,3,1,2,6,2,5,4,5,5
PA5366,16,22,14,21,12,15,12,14,14
PA5367,7,2,7,5,6,10,2,8,5
PA5368,7,6,6,10,5,9,7,4,10
predicted RNA,889,421,388,770,963,422,585,303,457
PA5369,7,15,11,10,11,5,12,11,4
PA5369.1,0,0,0,0,0,0,0,0,0
PA5369.2,4,405,14,12,6,13,7,8,6
predicted RNA,2067,67501,2558,2338,2701,1969,1252,1387,1450
PA5369.3,0,0,0,0,0,0,0,0,0
PA5369.4,0,0,0,0,0,0,0,0,0
PA5369.5,8,28,8,4,5,4,3,5,6
predicted RNA,1822,12000,1847,1423,2009,1006,798,1033,1304
PA5370,2,5,7,7,11,13,5,15,19
predicted RNA,195,239,220,183,175,186,287,209,217
PA5371,2,9,8,3,3,3,5,2,2
PA5372,25,55,43,43,27,58,68,69,46
predicted RNA,39,161,124,112,68,125,105,116,90
PA5373,12,20,27,11,10,28,18,29,25
PA5374,0,5,0,3,0,3,0,1,1
PA5375,5,15,7,3,13,10,10,12,11
predicted RNA,2838,4673,3235,3117,3413,2461,4037,2054,3333
PA5376,1,11,8,3,3,4,8,7,5
PA5377,5,11,8,20,13,11,5,10,11
PA5378,7,8,12,13,6,9,16,2,11
PA5379,10,14,23,13,11,8,20,6,22
PA5380,325,617,483,330,386,293,501,244,478
PA5381,37,65,53,55,56,45,77,51,65
PA5382,11,19,17,12,11,10,22,4,12
PA5383,0,10,6,11,3,7,14,11,5
PA5384,3,1,1,0,1,0,1,0,0
PA5385,0,1,1,0,1,0,4,0,0
PA5386,1,1,1,1,0,2,1,0,2
PA5387,1,2,2,0,1,1,0,0,0
PA5388,2,12,7,5,3,6,10,17,10
PA5389,7,9,17,5,9,16,20,21,7
PA5390,19,67,49,43,44,44,65,31,56
PA5391,2,1,2,3,0,2,3,2,2
PA5392,1,4,1,0,1,0,0,3,2
PA5393,7,7,6,7,0,3,7,8,8
PA5394,1,3,1,1,3,3,5,3,5
predicted RNA,2,2,2,2,1,1,1,1,1
PA5395,2,0,1,1,3,0,6,6,3
predicted RNA,15067,30959,21792,13350,18663,11627,23327,8964,21350
PA5396,18,30,31,9,24,19,27,24,23
PA5397,3,3,5,3,5,4,8,5,9
PA5398,29,77,73,29,36,45,78,66,57
PA5399,9,18,16,11,15,10,26,14,14
PA5400,15,19,13,17,18,13,27,16,11
PA5401,8,13,2,4,3,6,7,2,5
PA5402,12,15,18,15,8,16,10,22,11
PA5403,0,4,0,1,0,1,2,0,2
PA5404,6,12,7,12,3,6,7,9,14
PA5405,3,15,8,10,8,5,7,7,8
PA5406,3,22,13,17,9,11,16,15,16
PA5407,37,84,61,55,66,66,91,65,76
PA5408,0,1,1,0,1,0,1,0,0
PA5409,3,0,0,0,0,0,1,1,1
PA5410,14,25,16,9,21,14,23,7,20
PA5411,13,13,15,15,10,18,26,26,18
PA5412,112,237,187,123,131,77,156,64,143
predicted RNA,22,28,38,26,15,35,27,25,22
PA5413,7,23,30,11,13,16,31,23,18
predicted RNA,8,16,12,9,12,12,19,12,11
PA5414,4,4,9,4,6,2,6,2,2
predicted RNA,11518,32138,18389,13831,17271,12532,24519,9414,18885
PA5415,14,34,21,20,11,26,33,24,16
PA5416,10,20,13,5,3,5,11,15,8
PA5417,0,5,7,0,0,0,2,6,3
PA5418,25,36,23,21,29,17,37,29,36
PA5419,3,4,8,8,9,12,11,3,8
PA5420,5,18,11,8,9,16,14,11,9
PA5421,15,46,34,14,13,20,54,27,30
PA5422,1,7,3,5,1,8,7,7,4
predicted RNA,39,38,31,42,30,52,48,38,30
PA5423,10,12,7,11,8,9,13,12,9
predicted RNA,1585,1953,2068,1928,1577,1566,1960,1206,1823
