Genome feature ID,C..albicans...S..gordonii,S..gordonii...spent.C..albicans.medium,S..gordonii.only,C..albicans...S..gordonii.1,S..gordonii...spent.C..albicans.medium.1,S..gordonii.only.1,C..albicans...S..gordonii.2,S..gordonii...spent.C..albicans.medium.2,S..gordonii.only.2
ID_hppA_p01_Parent_hppA_t01_Dbxref_GI_157151405_GeneID_5597917_Note_identified_by_match_to_protein_family_HMM_PF00496_codon_start_1_gene_hppA_locus_tag_SGO_1712_product_oligopeptide-binding_lipoprotein_protein_id_YP_001450984_1_transl_table_11_translation_length_663,31825,108462,77781,22380,34463,43060,25662,43130,32429
ID_hppG_p01_Parent_hppG_t01_Dbxref_GI_157150139_GeneID_5598383_Note_identified_by_match_to_protein_family_HMM_PF00496_codon_start_1_gene_hppG_locus_tag_SGO_1713_product_oligopeptide-binding_lipoprotein_protein_id_YP_001450985_1_transl_table_11_translation_length_660,14133,40514,29333,5011,15644,16471,4545,15182,6710
ID_SGO_1714_p01_Parent_SGO_1714_t01_Dbxref_GI_157150626_GeneID_5599098_codon_start_1_locus_tag_SGO_1714_product_hypothetical_protein_protein_id_YP_001450986_1_transl_table_11_translation_length_39,504,1393,910,98,280,533,140,267,172
ID_hppH_p01_Parent_hppH_t01_Dbxref_GI_157151652_GeneID_5598873_Note_identified_by_match_to_protein_family_HMM_PF00496_codon_start_1_gene_hppH_locus_tag_SGO_1715_product_oligopeptide-binding_lipoprotein_protein_id_YP_001450987_1_transl_table_11_translation_length_652,19171,45757,40715,7297,21191,22104,10954,30540,24057
ID_SGO_1716_p01_Parent_SGO_1716_t01_Dbxref_GI_157151126_GeneID_5598508_Note_identified_by_match_to_protein_family_HMM_PF00496_codon_start_1_locus_tag_SGO_1716_product_oligopeptide_binding_protein_protein_id_YP_001450988_1_transl_table_11_translation_length_653,93558,190141,155193,50085,78435,96483,60087,118507,91315
ID_pbp3_p01_Parent_pbp3_t01_Dbxref_GI_157150235_GeneID_5597907_eC_number_3_4_16_4_Note_identified_by_match_to_protein_family_HMM_PF00768_B_match_to_protein_family_HMM_PF07943_codon_start_1_gene_pbp3_locus_tag_SGO_1717_product_penicillin-binding_protein_3_protein_id_YP_001450989_1_transl_table_11_translation_length_412,3146,8689,6398,2176,3304,4773,2783,3766,3947
ID_sufB-1_p01_Parent_sufB-1_t01_Dbxref_GI_157149700_GeneID_5599723_Note_identified_by_match_to_protein_family_HMM_PF01458_B_match_to_protein_family_HMM_TIGR01980_codon_start_1_gene_sufB-1_locus_tag_SGO_1718_product_FeS_assembly_protein_SufB_protein_id_YP_001450990_1_transl_table_11_translation_length_470,16116,52205,31791,6768,17218,17533,11675,23039,16610
ID_SGO_1719_p01_Parent_SGO_1719_t01_Dbxref_GI_157151420_GeneID_5598071_Note_identified_by_match_to_protein_family_HMM_PF01592_B_match_to_protein_family_HMM_TIGR01994_codon_start_1_locus_tag_SGO_1719_product_NifU_family_SUF_system_FeS_assembly_protein_protein_id_YP_001450991_1_transl_table_11_translation_length_145,12101,41189,25400,10863,9837,15858,12181,13403,10185
ID_SGO_1720_p01_Parent_SGO_1720_t01_Dbxref_GI_157150923_GeneID_5598288_Note_identified_by_match_to_protein_family_HMM_PF00266_B_match_to_protein_family_HMM_PF01212_B_match_to_protein_family_HMM_TIGR01979_codon_start_1_locus_tag_SGO_1720_product_class-V_aminotransferase_protein_id_YP_001450992_1_transl_table_11_translation_length_410,19095,59865,40863,11539,23124,26622,18637,30129,22929
ID_sufD_p01_Parent_sufD_t01_Dbxref_GI_157151539_GeneID_5598326_Note_identified_by_match_to_protein_family_HMM_PF01458_B_match_to_protein_family_HMM_TIGR01981_codon_start_1_gene_sufD_locus_tag_SGO_1721_product_FeS_assembly_protein_SufD_protein_id_YP_001450993_1_transl_table_11_translation_length_420,19295,65260,45418,10396,23462,25524,15629,28460,19879
ID_sufC_p01_Parent_sufC_t01_Dbxref_GI_157150929_GeneID_5599351_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_TIGR01978_codon_start_1_gene_sufC_locus_tag_SGO_1722_product_FeS_assembly_ATPase_SufC_protein_id_YP_001450994_1_transl_table_11_translation_length_256,15599,51165,32751,10080,18788,20764,14398,24463,19644
ID_SGO_1723_p01_Parent_SGO_1723_t01_Dbxref_GI_157150246_GeneID_5598315_Note_identified_by_match_to_protein_family_HMM_PF00953_codon_start_1_locus_tag_SGO_1723_product_RgpG_protein_id_YP_001450995_1_transl_table_11_translation_length_386,4671,16033,10642,2266,6623,6007,2670,8686,6783
ID_mecA_p01_Parent_mecA_t01_Dbxref_GI_157149673_GeneID_5599724_Note_enables_recognition_and_targeting_of_proteins_for_proteolysis_2C_involved_in_negative_regulation_of_competence_codon_start_1_gene_mecA_locus_tag_SGO_1724_product_adaptor_protein_protein_id_YP_001450996_1_transl_table_11_translation_length_242,3838,13102,8702,2374,2828,5769,2757,3503,3687
ID_bacA_p01_Parent_bacA_t01_Dbxref_GI_157151436_GeneID_5598405_eC_number_2_7_1_66_Note_BacA_B_phosphatase_activity_in_Escherichia_coli_not_kinase_B_involved_in_bacitracin_resistance_as_bacitracin_supposedly_sequesters_undecaprenyl_disphosphate_which_reduces_the_pool_of_lipid_carrier_available_to_the_cell_codon_start_1_gene_bacA_locus_tag_SGO_1725_product_undecaprenyl_pyrophosphate_phosphatase_protein_id_YP_001450997_1_transl_table_11_translation_length_282,1906,5839,4283,491,1840,2159,764,2541,1787
ID_SGO_1726_p01_Parent_SGO_1726_t01_Dbxref_GI_157151037_GeneID_5598480_codon_start_1_locus_tag_SGO_1726_product_hypothetical_protein_protein_id_YP_001450998_1_transl_table_11_translation_length_639,4156,12557,8451,1809,4209,6538,2446,5783,5315
ID_SGO_1727_p01_Parent_SGO_1727_t01_Dbxref_GI_157150410_GeneID_5598073_Note_identified_by_match_to_protein_family_HMM_PF00497_B_match_to_protein_family_HMM_PF00528_B_match_to_protein_family_HMM_TIGR01726_codon_start_1_locus_tag_SGO_1727_product_amino_acid-binding_permease_protein_id_YP_001450999_1_transl_table_11_translation_length_521,5473,18608,14290,2025,4150,5317,2239,5518,5195
ID_glnQ_p01_Parent_glnQ_t01_Dbxref_GI_157150083_GeneID_5599278_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF02463_codon_start_1_gene_glnQ_locus_tag_SGO_1728_product_glutamine_ABC_transporter_ATP-binding_protein_protein_id_YP_001451000_1_transl_table_11_translation_length_246,2266,7686,5612,1473,2333,2949,1621,3593,2910
ID_SGO_1729_p01_Parent_SGO_1729_t01_Dbxref_GI_157151549_GeneID_5598063_codon_start_1_locus_tag_SGO_1729_product_hypothetical_protein_protein_id_YP_001451001_1_transl_table_11_translation_length_72,14212,31011,26090,3202,5611,8138,2023,8791,9309
ID_SGO_1730_p01_Parent_SGO_1730_t01_Dbxref_GI_157150462_GeneID_5599269_Note_identified_by_match_to_protein_family_HMM_PF01145_codon_start_1_locus_tag_SGO_1730_product_hypothetical_protein_protein_id_YP_001451002_1_transl_table_11_translation_length_295,7225,26318,17854,3905,6141,9408,1627,5994,2294
ID_SGO_1731_p01_Parent_SGO_1731_t01_Dbxref_GI_157151124_GeneID_5599181_Note_identified_by_match_to_protein_family_HMM_PF00072_B_match_to_protein_family_HMM_PF00196_B_match_to_protein_family_HMM_PF08281_codon_start_1_locus_tag_SGO_1731_product_DNA-binding_response_regulator_protein_id_YP_001451003_1_transl_table_11_translation_length_199,617,1962,1466,679,752,1312,704,1249,778
ID_SGO_1732_p01_Parent_SGO_1732_t01_Dbxref_GI_157149751_GeneID_5597910_Note_identified_by_match_to_protein_family_HMM_PF02518_B_match_to_protein_family_HMM_PF07730_codon_start_1_locus_tag_SGO_1732_product_histidine_kinase_protein_id_YP_001451004_1_transl_table_11_translation_length_366,1809,4953,3540,1552,1580,3205,1513,2663,1948
ID_SGO_1733_p01_Parent_SGO_1733_t01_Dbxref_GI_157150205_GeneID_5599867_Note_identified_by_match_to_protein_family_HMM_PF01061_codon_start_1_locus_tag_SGO_1733_product_hypothetical_protein_protein_id_YP_001451005_1_transl_table_11_translation_length_244,369,829,693,117,230,552,176,409,313
ID_SGO_1734_p01_Parent_SGO_1734_t01_Dbxref_GI_157151015_GeneID_5598081_Note_identified_by_match_to_protein_family_HMM_PF00005_codon_start_1_locus_tag_SGO_1734_product_ABC_transporter_ATP-binding_protein_protein_id_YP_001451006_1_transl_table_11_translation_length_291,79,240,140,29,51,364,86,121,81
ID_SGO_1735_p01_Parent_SGO_1735_t01_Dbxref_GI_157149792_GeneID_5598124_Note_identified_by_match_to_protein_family_HMM_PF02734_codon_start_1_locus_tag_SGO_1735_product_hypothetical_protein_protein_id_YP_001451007_1_transl_table_11_translation_length_554,20997,68780,46774,16901,27005,35587,17758,35078,30230
ID_SGO_1736_p01_Parent_SGO_1736_t01_Dbxref_GI_157150402_GeneID_5599627_Note_identified_by_match_to_protein_family_HMM_PF03780_codon_start_1_locus_tag_SGO_1736_product_alkaline_shock_protein_protein_id_YP_001451008_1_transl_table_11_translation_length_121,6316,18234,13413,1981,4726,6933,2485,5483,5133
ID_rpmB_p01_Parent_rpmB_t01_Dbxref_GI_157150697_GeneID_5599299_Note_required_for_70S_ribosome_assembly_codon_start_1_gene_rpmB_locus_tag_SGO_1737_product_50S_ribosomal_protein_L28_protein_id_YP_001451009_1_transl_table_11_translation_length_62,1312,3636,2012,329,654,1555,756,1004,1029
ID_SGO_1738_p01_Parent_SGO_1738_t01_Dbxref_GI_157150928_GeneID_5598752_codon_start_1_locus_tag_SGO_1738_product_hypothetical_protein_protein_id_YP_001451010_1_transl_table_11_translation_length_222,12251,22619,18187,1854,4758,12403,5279,8026,7861
ID_SGO_1739_p01_Parent_SGO_1739_t01_Dbxref_GI_157151357_GeneID_5598316_Note_identified_by_match_to_protein_family_HMM_PF04397_codon_start_1_locus_tag_SGO_1739_product_LytTr_DNA-binding_domain-containing_protein_protein_id_YP_001451011_1_transl_table_11_translation_length_148,7671,13906,11311,513,2016,4781,1811,2416,2000
ID_SGO_1740_p01_Parent_SGO_1740_t01_Dbxref_GI_157151254_GeneID_5597750_codon_start_1_locus_tag_SGO_1740_product_integral_membrane_protein_protein_id_YP_001451012_1_transl_table_11_translation_length_87,3858,14674,8952,246,2128,1007,290,2889,2202
ID_SGO_1742_p01_Parent_SGO_1742_t01_Dbxref_GI_157149733_GeneID_5599530_Note_identified_by_match_to_protein_family_HMM_PF06182_codon_start_1_locus_tag_SGO_1742_product_hypothetical_protein_protein_id_YP_001451013_1_transl_table_11_translation_length_261,605,1255,950,140,328,928,213,559,363
ID_SGO_1743_p01_Parent_SGO_1743_t01_Dbxref_GI_157151314_GeneID_5599305_Note_identified_by_match_to_protein_family_HMM_PF06182_codon_start_1_locus_tag_SGO_1743_product_membrane_protein_protein_id_YP_001451014_1_transl_table_11_translation_length_272,846,1477,1186,162,472,1134,342,840,455
ID_SGO_1744_p01_Parent_SGO_1744_t01_Dbxref_GI_157150051_GeneID_5599361_Note_identified_by_match_to_protein_family_HMM_PF00005_B_ABC_transporter_codon_start_1_locus_tag_SGO_1744_product_ATP-binding_transport_protein_protein_id_YP_001451015_1_transl_table_11_translation_length_330,1435,2790,1736,404,618,2098,671,1324,744
ID_fba_p01_Parent_fba_t01_Dbxref_GI_157151559_GeneID_5598747_eC_number_4_1_2_13_Note_catalyzes_the_formation_of_glycerone_phosphate_and_glyceraldehyde_3-phosphate_from_fructose_1_2C6_2C_bisphosphate_codon_start_1_gene_fba_locus_tag_SGO_1745_product_fructose-bisphosphate_aldolase_protein_id_YP_001451016_1_transl_table_11_translation_length_293,21701,67749,50404,4773,20720,18827,5065,20292,12888
ID_SGO_1747_p01_Parent_SGO_1747_t01_Dbxref_GI_157150953_GeneID_5599216_codon_start_1_locus_tag_SGO_1747_product_hypothetical_protein_protein_id_YP_001451017_1_transl_table_11_translation_length_136,1624,4216,3664,262,1073,1058,283,1340,956
ID_pyrG_p01_Parent_pyrG_t01_Dbxref_GI_157150403_GeneID_5598271_eC_number_6_3_4_2_Note_CTP_synthase_B_cytidine_triphosphate_synthetase_B_catalyzes_the_ATP-dependent_amination_of_UTP_to_CTP_with_either_L-glutamine_or_ammonia_as_the_source_of_nitrogen_B_in_Escherichia_coli_this_enzyme_forms_a_homotetramer_codon_start_1_gene_pyrG_locus_tag_SGO_1748_product_CTP_synthetase_protein_id_YP_001451018_1_transl_table_11_translation_length_537,1247,3598,3306,658,1310,2014,558,1129,848
ID_manA_p01_Parent_manA_t01_Dbxref_GI_157149838_GeneID_5599298_eC_number_5_3_1_8_Note_identified_by_match_to_protein_family_HMM_PF01238_B_match_to_protein_family_HMM_TIGR00218_codon_start_1_gene_manA_locus_tag_SGO_1749_product_mannose-6-phosphate_isomerase_protein_id_YP_001451019_1_transl_table_11_translation_length_314,822,2943,2006,355,988,1317,396,1261,812
ID_SGO_1750_p01_Parent_SGO_1750_t01_Dbxref_GI_157150339_GeneID_5599493_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF00664_codon_start_1_locus_tag_SGO_1750_product_ABC-type_multidrug/protein/lipid_transport_system_2C_ATPase_component_protein_id_YP_001451020_1_transl_table_11_translation_length_585,8779,21155,9985,2857,4012,9149,6547,9547,7546
ID_SGO_1751_p01_Parent_SGO_1751_t01_Dbxref_GI_157150081_GeneID_5599411_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF00664_codon_start_1_locus_tag_SGO_1751_product_ABC-type_multidrug/protein/lipid_transport_system_2C_ATPase_component_protein_id_YP_001451021_1_transl_table_11_translation_length_588,10196,26870,11134,4641,8397,11679,9878,18577,10611
ID_SGO_1752_p01_Parent_SGO_1752_t01_Dbxref_GI_157151621_GeneID_5598012_codon_start_1_locus_tag_SGO_1752_product_MarR_family_transcriptional_regulator_protein_id_YP_001451022_1_transl_table_11_translation_length_152,2833,9255,3202,1747,3850,3826,2715,6610,2887
ID_SGO_1753_p01_Parent_SGO_1753_t01_Dbxref_GI_157151061_GeneID_5598155_codon_start_1_locus_tag_SGO_1753_product_hypothetical_protein_protein_id_YP_001451023_1_transl_table_11_translation_length_189,545,2382,1266,348,556,1523,641,736,598
ID_SGO_1754_p01_Parent_SGO_1754_t01_Dbxref_GI_157150232_GeneID_5598029_eC_number_3_5_1_31_Note_cleaves_off_formyl_group_from_N-terminal_methionine_residues_of_newly_synthesized_proteins_B_binds_iron(2+)_codon_start_1_locus_tag_SGO_1754_product_peptide_deformylase_protein_id_YP_001451024_1_transl_table_11_translation_length_136,201,776,532,104,218,596,214,256,212
ID_scrK_p01_Parent_scrK_t01_Dbxref_GI_157149655_GeneID_5599698_eC_number_2_7_1_4_Note_identified_by_match_to_protein_family_HMM_PF00480_codon_start_1_gene_scrK_locus_tag_SGO_1755_product_fructokinase_protein_id_YP_001451025_1_transl_table_11_translation_length_299,1060,2686,1933,321,727,942,376,1127,933
ID_SGO_1756_p01_Parent_SGO_1756_t01_Dbxref_GI_157151399_GeneID_5598613_codon_start_1_locus_tag_SGO_1756_product_hypothetical_protein_protein_id_YP_001451026_1_transl_table_11_translation_length_174,1290,5576,4352,813,1668,2103,1276,2513,2459
ID_glmS_p01_Parent_glmS_t01_Dbxref_GI_157150557_GeneID_5598348_eC_number_2_6_1_16_Note_Catalyzes_the_first_step_in_hexosamine_metabolism_2C_converting_fructose-6P_into_glucosamine-6P_using_glutamine_as_a_nitrogen_source_codon_start_1_gene_glmS_locus_tag_SGO_1757_product_glucosamine--fructose-6-phosphate_aminotransferase_protein_id_YP_001451027_1_transl_table_11_translation_length_603,3384,18611,21760,1056,5797,4906,1033,5776,4878
ID_SGO_1758_p01_Parent_SGO_1758_t01_Dbxref_GI_157150524_GeneID_5599004_Note_identified_by_match_to_protein_family_HMM_PF01381_codon_start_1_locus_tag_SGO_1758_product_putative_transcriptional_regulator_protein_id_YP_001451028_1_transl_table_11_translation_length_307,1706,7309,5559,1377,2032,3459,960,2401,2038
ID_SGO_1759_p01_Parent_SGO_1759_t01_Dbxref_GI_157149935_GeneID_5599064_eC_number_3_2_1_21_Note_identified_by_match_to_protein_family_HMM_PF00232_codon_start_1_locus_tag_SGO_1759_product_6-phospho-beta-glucosidase_protein_id_YP_001451029_1_transl_table_11_translation_length_461,669,1452,859,179,356,698,373,659,465
ID_SGO_1760_p01_Parent_SGO_1760_t01_Dbxref_GI_157151445_GeneID_5599578_Note_identified_by_match_to_protein_family_HMM_PF00072_B_match_to_protein_family_HMM_PF00165_codon_start_1_locus_tag_SGO_1760_product_DNA-binding_response_regulator_protein_id_YP_001451030_1_transl_table_11_translation_length_427,1800,5736,3487,822,1624,2389,1323,2066,1393
ID_SGO_1761_p01_Parent_SGO_1761_t01_Dbxref_GI_157150465_GeneID_5598686_Note_identified_by_match_to_protein_family_HMM_PF00672_B_match_to_protein_family_HMM_PF02518_B_match_to_protein_family_HMM_PF06580_codon_start_1_locus_tag_SGO_1761_product_histidine_kinase_protein_id_YP_001451031_1_transl_table_11_translation_length_530,2162,6658,4578,1518,2235,3536,2092,2865,2149
ID_SGO_1762_p01_Parent_SGO_1762_t01_Dbxref_GI_157150762_GeneID_5599178_Note_identified_by_match_to_protein_family_HMM_PF04854_codon_start_1_locus_tag_SGO_1762_product_hypothetical_protein_protein_id_YP_001451032_1_transl_table_11_translation_length_204,706,2466,1987,88,309,846,120,461,361
ID_SGO_1763_p01_Parent_SGO_1763_t01_Dbxref_GI_157150174_GeneID_5598633_Note_identified_by_match_to_protein_family_HMM_PF01547_codon_start_1_locus_tag_SGO_1763_product_ABC_transporter_substrate-binding_protein_SP0092_protein_id_YP_001451033_1_transl_table_11_translation_length_486,411,398,313,48,96,993,109,290,186
ID_SGO_1764_p01_Parent_SGO_1764_t01_Dbxref_GI_157149955_GeneID_5598992_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_locus_tag_SGO_1764_product_permease_protein_id_YP_001451034_1_transl_table_11_translation_length_311,160,95,114,21,30,336,35,100,53
ID_SGO_1765_p01_Parent_SGO_1765_t01_Dbxref_GI_157151604_GeneID_5599562_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_locus_tag_SGO_1765_product_ABC_transporter_sugar_binding_protein_protein_id_YP_001451035_1_transl_table_11_translation_length_311,612,422,387,17,71,558,72,153,63
ID_SGO_1766_p01_Parent_SGO_1766_t01_Dbxref_GI_157151506_GeneID_5598293_Note_identified_by_match_to_protein_family_HMM_PF00728_codon_start_1_locus_tag_SGO_1766_product_glycosyl_hydrolase_family_20_protein_protein_id_YP_001451036_1_transl_table_11_translation_length_627,916,2220,1585,418,588,1480,634,962,644
ID_SGO_1767_p01_Parent_SGO_1767_t01_Dbxref_GI_157150997_GeneID_5599121_Note_identified_by_match_to_protein_family_HMM_PF00480_codon_start_1_locus_tag_SGO_1767_product_ROK_family_protein_protein_id_YP_001451037_1_transl_table_11_translation_length_292,472,1033,732,192,275,835,407,571,465
ID_SGO_1768_p01_Parent_SGO_1768_t01_Dbxref_GI_157149905_GeneID_5598174_Note_identified_by_match_to_protein_family_HMM_PF01074_B_match_to_protein_family_HMM_PF07748_codon_start_1_locus_tag_SGO_1768_product_glycosyl_hydrolase_family_protein_protein_id_YP_001451038_1_transl_table_11_translation_length_877,1115,2211,1710,354,684,1837,786,1326,734
ID_SGO_1769_p01_Parent_SGO_1769_t01_Dbxref_GI_157151285_GeneID_5599522_Note_identified_by_match_to_protein_family_HMM_PF06824_codon_start_1_locus_tag_SGO_1769_product_hypothetical_protein_protein_id_YP_001451039_1_transl_table_11_translation_length_429,909,1551,1310,265,259,1312,603,675,307
ID_SGO_1770_p01_Parent_SGO_1770_t01_Dbxref_GI_157150661_GeneID_5599132_Note_identified_by_match_to_protein_family_HMM_PF07971_B_match_to_protein_family_HMM_TIGR01180_codon_start_1_locus_tag_SGO_1770_product_glycosyl_hydrolase_protein_id_YP_001451040_1_transl_table_11_translation_length_697,887,2813,2313,221,702,1407,219,806,364
ID_SGO_1771_p01_Parent_SGO_1771_t01_Dbxref_GI_157149844_GeneID_5598823_Note_identified_by_match_to_protein_family_HMM_PF00754_codon_start_1_locus_tag_SGO_1771_product_hypothetical_protein_protein_id_YP_001451041_1_transl_table_11_translation_length_566,517,1574,1080,249,482,928,347,783,456
ID_SGO_1772_p01_Parent_SGO_1772_t01_Dbxref_GI_157150132_GeneID_5599552_Note_identified_by_match_to_protein_family_HMM_PF01988_codon_start_1_locus_tag_SGO_1772_product_integral_membrane_protein_protein_id_YP_001451042_1_transl_table_11_translation_length_229,196,427,297,62,77,423,145,180,148
ID_SGO_1774_p01_Parent_SGO_1774_t01_Dbxref_GI_157149975_GeneID_5599874_eC_number_1_1_1_1_Note_identified_by_match_to_protein_family_HMM_PF00107_B_match_to_protein_family_HMM_PF08240_codon_start_1_locus_tag_SGO_1774_product_zinc-containing_alcohol_dehydrogenase_protein_id_YP_001451043_1_transl_table_11_translation_length_345,1809,5155,3583,670,1552,2571,899,2207,1672
ID_SGO_1775_p01_Parent_SGO_1775_t01_Dbxref_GI_157150732_GeneID_5597938_codon_start_1_locus_tag_SGO_1775_product_hypothetical_protein_protein_id_YP_001451044_1_transl_table_11_translation_length_210,1257,4164,2301,1244,1492,2303,1666,2331,1734
