,WT_THY_A,WT_THY_B,WT_THY_C,DhsdM_THY_A,DhsdM_THY_B,DhsdM_THY_C
IGR_-_M5005_Spy0032_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0033_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0034_pre_minus,0,2,2,1,1,3
IGR_-_M5005_Spy0035_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0036_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0037_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0039_pre_minus,0,1,0,0,0,2
IGR_-_M5005_Spy0040_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0041_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0042_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0043_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0044_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0045_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0047_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0048_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0049_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0050_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0051_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0052_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0053_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0054_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0055_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0056_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0057_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0058_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0059_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0060_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0061_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0062_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0063_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0064_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0065_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0066_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0067_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0068_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0069_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0070_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0071_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0072_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0073_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy0074_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0075_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0076_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0077_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0078_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0080_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0081_pre_minus,0,1,0,1,0,0
IGR_-_M5005_Spy0082_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0083_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0084_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0085_pre_minus,0,1,1,0,0,0
IGR_-_M5005_Spy0086_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0088_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0089_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0093_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0094_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0095_pre_minus,0,2,1,2,0,2
IGR_-_M5005_Spy0096_pre_minus,3,0,0,0,2,0
IGR_-_M5005_Spy0097_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0098_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0099_pre_minus,0,1,1,0,2,0
IGR_-_M5005_Spy0101_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0102_pre_minus,0,0,1,0,0,1
IGR_-_M5005_Spy0103_pre_minus,59,56,51,70,73,78
IGR_-_M5005_Spy0104_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0106_pre_minus,11,38,22,5,12,22
IGR_-_M5005_Spy0107_pre_minus,0,2,1,0,0,0
IGR_-_M5005_Spy0109_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0110_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0111_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0112_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0113_pre_minus,2,1,1,2,2,1
IGR_-_M5005_Spy0114_pre_minus,0,0,0,1,0,1
IGR_-_M5005_Spy0115_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0116_pre_minus,1,2,2,4,1,9
IGR_-_M5005_Spy0117_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0118_pre_minus,0,3,1,0,0,0
IGR_-_M5005_Spy0119_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0120_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0121_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0122_pre_minus,0,5,1,2,0,5
IGR_-_M5005_Spy0123_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0124_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0125_pre_minus,1,3,1,2,0,0
IGR_-_M5005_Spy0127_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0128_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0129_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0131_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0133_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0134_pre_minus,2,1,1,0,1,2
IGR_-_M5005_Spy0135_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0136_pre_minus,0,1,0,0,0,1
IGR_-_M5005_Spy0137_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0138_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0139_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0140_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0141_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0142_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0143_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0144_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0145_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0146_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0147_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0148_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0149_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0150_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0151_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0152_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0153_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0154_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0155_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0156_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0157_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0158_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0159_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0160_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0161_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0162_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0163_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0165_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0166_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0167_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0168_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0169_pre_minus,3,1,1,0,3,4
IGR_-_M5005_Spy0170_pre_minus,0,1,0,2,0,0
IGR_-_M5005_Spy0171_pre_minus,1,1,2,1,0,1
IGR_-_M5005_Spy0172_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0173_pre_minus,6,8,5,5,7,6
IGR_-_M5005_Spy0174_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0175_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0176_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0177_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0178_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0180_pre_minus,7,10,9,3,10,13
IGR_-_M5005_Spy0181_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0182_pre_minus,1,0,2,0,3,0
IGR_-_M5005_Spy0183_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0184_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0185_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0186_pre_minus,1,15,5,2,8,8
IGR_-_M5005_Spy0187_pre_minus,1366,3278,1452,1623,2370,2781
IGR_-_M5005_Spy0190_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0191_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0192_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0193_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0194_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0195_pre_minus,1,0,1,0,0,0
IGR_-_M5005_Spy0197_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0198_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0199_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0200_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0201_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0202_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0203_pre_minus,0,0,1,0,0,1
IGR_-_M5005_Spy0204_pre_minus,0,3,3,1,4,0
IGR_-_M5005_Spy0206_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0207_pre_minus,4,1,0,0,1,0
IGR_-_M5005_Spy0209_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0210_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0211_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0212_pre_minus,9,9,7,8,8,11
IGR_-_M5005_Spy0213_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0214_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0215_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0216_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0217_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0218_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0219_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0220_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0222_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0223_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0224_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0226_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0228_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0230_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0231_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0232_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0233_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0234_pre_minus,2,0,1,0,1,1
IGR_-_M5005_Spy0235_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0237_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0238_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0239_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0240_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0242_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0243_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0244_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0247_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0248_pre_minus,0,2,0,0,2,1
IGR_-_M5005_Spy0249_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0250_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0252_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0254_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0255_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy0256_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0257_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0260_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0262_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0263_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0266_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0267_pre_minus,0,0,1,0,3,0
IGR_-_M5005_Spy0268_pre_minus,2,1,1,0,0,0
IGR_-_M5005_Spy0270_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0271_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0272_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0274_pre_minus,1,0,1,0,0,0
IGR_-_M5005_Spy0275_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0276_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0277_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0278_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0279_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0280_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0281_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0282_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0283_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0284_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0287_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0288_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0289_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0290_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0291_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0292_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0293_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0294_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0295_pre_minus,52,81,66,77,133,117
IGR_-_M5005_Spy0296_pre_minus,0,3,0,0,1,0
IGR_-_M5005_Spy0297_pre_minus,0,2,0,0,0,0
IGR_-_M5005_Spy0299_pre_minus,1,0,1,0,1,0
IGR_-_M5005_Spy0300_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0301_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0302_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0303_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0310_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0312_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0313_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0314_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0315_pre_minus,0,0,0,0,2,0
IGR_-_M5005_Spy0316_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0317_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0318_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0319_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0320_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0321_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0322_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0324_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0325_pre_minus,8,5,8,9,5,7
IGR_-_M5005_Spy0326_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0327_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0328_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0329_pre_minus,0,0,1,1,1,0
IGR_-_M5005_Spy0330_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0331_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0332_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0333_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0334_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0335_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0336_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0337_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0338_pre_minus,1,1,2,3,1,3
IGR_-_M5005_Spy0339_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0340_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0341_pre_minus,0,2,0,0,0,0
IGR_-_M5005_Spy0343_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0344_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0345_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0346_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy0348_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0351_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0352_pre_minus,2,5,5,4,4,7
IGR_-_M5005_Spy0353_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0354_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0355_pre_minus,7,8,4,7,11,13
IGR_-_M5005_Spy0356_pre_minus,9,14,8,4,19,12
IGR_-_M5005_Spy0357_pre_minus,4,5,6,6,3,5
IGR_-_M5005_Spy0358_pre_minus,0,1,4,3,2,3
IGR_-_M5005_Spy0360_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0361_pre_minus,2,5,0,3,2,6
IGR_-_M5005_Spy0362_pre_minus,3,1,2,1,2,5
IGR_-_M5005_Spy0363_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0365_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0366_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0367_pre_minus,0,1,1,0,0,0
IGR_-_M5005_Spy0368_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0369_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0371_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0372_pre_minus,6,14,9,19,20,17
IGR_-_M5005_Spy0373_pre_minus,0,0,1,3,0,0
IGR_-_M5005_Spy0374_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0375_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0376_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0377_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0380_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0381_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0382_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0384_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0385_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0386_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0387_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0388_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0390_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0392_pre_minus,1,2,1,0,0,2
IGR_-_M5005_Spy0393_pre_minus,2,6,2,2,6,0
IGR_-_M5005_Spy0394_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0395_pre_minus,2,7,3,2,3,0
IGR_-_M5005_Spy0398_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0399_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0400_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0401_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0402_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0403_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0404_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0405_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0406_pre_minus,0,0,1,1,1,0
IGR_-_M5005_Spy0407_pre_minus,0,0,0,0,1,1
IGR_-_M5005_Spy0408_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0410_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0411_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0413_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0414_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0415_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0416_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0417_pre_minus,0,2,1,2,1,1
IGR_-_M5005_Spy0418_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0420_pre_minus,2,7,4,2,5,4
IGR_-_M5005_Spy0421_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy0422_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0423_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0424_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0425_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0426_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0427_pre_minus,0,0,0,1,0,2
IGR_-_M5005_Spy0428_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0429_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0430_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0431_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0432_pre_minus,1,0,5,4,1,0
IGR_-_M5005_Spy0434_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0435_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0437_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0438_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0440_pre_minus,1,1,0,3,0,1
IGR_-_M5005_Spy0441_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy0442_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0443_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0445_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0447_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0448_pre_minus,2,2,3,1,1,3
IGR_-_M5005_Spy0449_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0450_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0451_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0453_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0456_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0458_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0459_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0460_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0461_pre_minus,5,2,8,2,10,4
IGR_-_M5005_Spy0462_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0463_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0464_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0465_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0466_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0467_pre_minus,1,0,1,2,1,0
IGR_-_M5005_Spy0468_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0469_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0470_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0471_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0473_pre_minus,0,2,0,0,1,0
IGR_-_M5005_Spy0474_pre_minus,0,5,1,3,2,2
IGR_-_M5005_Spy0475_pre_minus,1,0,1,0,1,1
IGR_-_M5005_Spy0476_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0477_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0479_pre_minus,11,43,16,19,30,41
IGR_-_M5005_Spy0481_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0483_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0484_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0486_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0488_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0489_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0491_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy0492_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0493_pre_minus,0,1,0,0,2,0
IGR_-_M5005_Spy0494_pre_minus,3,2,4,4,5,1
IGR_-_M5005_Spy0495_pre_minus,3,13,4,4,6,5
IGR_-_M5005_Spy0496_pre_minus,0,0,1,0,0,1
IGR_-_M5005_Spy0497_pre_minus,2,7,4,1,2,2
IGR_-_M5005_Spy0498_pre_minus,23,28,22,18,23,28
IGR_-_M5005_Spy0499_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy0500_pre_minus,17,35,14,16,11,25
IGR_-_M5005_Spy0501_pre_minus,2,0,1,2,3,1
IGR_-_M5005_Spy0503_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0505_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0506_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0507_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0508_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0509_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy0510_pre_minus,2,3,4,6,8,7
IGR_-_M5005_Spy0513_pre_minus,1,2,0,1,0,0
IGR_-_M5005_Spy0514_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0515_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0516_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy0517_pre_minus,1,0,0,0,1,1
IGR_-_M5005_Spy0518_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0519_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0521_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0522_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0523_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0524_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0525_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy0526_pre_minus,0,0,0,0,0,0
