,WT_A,WT_B,WT_C,DcsrR_A,DcsrR_B,DcsrR_C
IGR_-_M5005_Spy1091_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1092_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1093_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1094_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1095_pre_minus,0,1,1,1,1,0
IGR_-_M5005_Spy1096_pre_minus,2,0,2,1,0,2
IGR_-_M5005_Spy1097_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy1098_pre_minus,25,40,38,10,19,17
IGR_-_M5005_Spy1099_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1100_pre_minus,3,1,3,3,2,2
IGR_-_M5005_Spy1102_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1103_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1104_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1105_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1106_pre_minus,1,3,3,0,4,7
IGR_-_M5005_Spy1107_pre_minus,8,17,15,9,14,14
IGR_-_M5005_Spy1108_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1109_pre_minus,189,271,154,66,95,121
IGR_-_M5005_Spy1110_pre_minus,0,3,0,0,0,0
IGR_-_M5005_Spy1114_pre_minus,0,0,1,0,0,1
IGR_-_M5005_Spy1115_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1116_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1117_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1118_pre_minus,29,34,25,30,29,61
IGR_-_M5005_Spy1119_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1120_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1121_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1122_pre_minus,7,12,10,4,4,4
IGR_-_M5005_Spy1123_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1124_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1126_pre_minus,7,2,5,1,1,0
IGR_-_M5005_Spy1127_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1128_pre_minus,2,1,1,0,0,0
IGR_-_M5005_Spy1129_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1130_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1132_pre_minus,7,22,11,9,2,6
IGR_-_M5005_Spy1133_pre_minus,327,335,207,284,388,379
IGR_-_M5005_Spy1134_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1135_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1136_pre_minus,2,1,1,1,0,0
IGR_-_M5005_Spy1137_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1138_pre_minus,9,21,29,4,5,6
IGR_-_M5005_Spy1139_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy1140_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1141_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1142_pre_minus,1,8,3,3,8,5
IGR_-_M5005_Spy1145_pre_minus,1,1,0,0,0,0
IGR_-_M5005_Spy1146_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1147_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1149_pre_minus,1,1,1,0,1,1
IGR_-_M5005_Spy1150_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1152_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1154_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1155_pre_minus,48,94,43,35,42,61
IGR_-_M5005_Spy1156_pre_minus,52,66,44,28,51,33
IGR_-_M5005_Spy1157_pre_minus,1,1,0,0,0,1
IGR_-_M5005_Spy1158_pre_minus,1,1,0,0,2,1
IGR_-_M5005_Spy1159_pre_minus,0,2,1,0,0,1
IGR_-_M5005_Spy1160_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1161_pre_minus,18,42,28,16,10,18
IGR_-_M5005_Spy1162_pre_minus,0,1,0,0,0,2
IGR_-_M5005_Spy1163_pre_minus,2,1,0,1,0,3
IGR_-_M5005_Spy1164_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1165_pre_minus,0,1,1,0,0,0
IGR_-_M5005_Spy1166_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1167_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1168_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1169_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1170_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1171_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1172_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1174_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1176_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1180_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1181_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1182_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1186_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1188_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1189_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1190_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1191_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1196_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1197_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1198_pre_minus,6,8,4,4,0,3
IGR_-_M5005_Spy1199_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1200_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1202_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1203_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1205_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1206_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1207_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1210_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1211_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy1212_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1213_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1214_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1215_pre_minus,0,2,0,0,0,0
IGR_-_M5005_Spy1217_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1218_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1219_pre_minus,1465,1302,550,1027,1287,1708
IGR_-_M5005_Spy1220_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1221_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1222_pre_minus,125,302,200,72,95,152
IGR_-_M5005_Spy1223_pre_minus,14,36,14,4,8,15
IGR_-_M5005_Spy1224_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1227_pre_minus,1,7,3,1,3,2
IGR_-_M5005_Spy1228_pre_minus,4,6,8,1,5,2
IGR_-_M5005_Spy1229_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1234_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1235_pre_minus,11,16,7,9,12,14
IGR_-_M5005_Spy1236_pre_minus,0,2,1,1,0,0
IGR_-_M5005_Spy1237_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1239_pre_minus,0,1,0,0,1,0
IGR_-_M5005_Spy1240_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1241_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1242_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1243_pre_minus,0,3,1,0,1,2
IGR_-_M5005_Spy1244_pre_minus,226,327,171,116,148,162
IGR_-_M5005_Spy1245_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1247_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1249_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1250_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1251_pre_minus,33,48,20,14,22,36
IGR_-_M5005_Spy1254_pre_minus,1,2,0,2,1,2
IGR_-_M5005_Spy1255_pre_minus,1,4,2,0,2,1
IGR_-_M5005_Spy1256_pre_minus,0,2,1,0,0,2
IGR_-_M5005_Spy1257_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1258_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1259_pre_minus,7,14,4,2,8,8
IGR_-_M5005_Spy1260_pre_minus,177,506,251,185,263,259
IGR_-_M5005_Spy1261_pre_minus,2,2,0,1,0,2
IGR_-_M5005_Spy1262_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1263_pre_minus,37,62,56,40,25,25
IGR_-_M5005_Spy1264_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1265_pre_minus,0,0,1,1,0,0
IGR_-_M5005_Spy1266_pre_minus,39,59,42,35,29,27
IGR_-_M5005_Spy1269_pre_minus,3,0,1,0,0,0
IGR_-_M5005_Spy1270_pre_minus,42,73,15,19,101,57
IGR_-_M5005_Spy1271_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1272_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1273_pre_minus,69,151,51,126,298,418
IGR_-_M5005_Spy1274_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1275_pre_minus,7,7,4,19,25,32
IGR_-_M5005_Spy1276_pre_minus,12,13,0,23,15,28
IGR_-_M5005_Spy1277_pre_minus,1,1,1,0,0,0
IGR_-_M5005_Spy1278_pre_minus,6,3,2,1,2,5
IGR_-_M5005_Spy1279_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1280_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1282_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy1283_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1284_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1285_pre_minus,70,81,47,185,221,294
IGR_-_M5005_Spy1286_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1288_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1289_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1291_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1292_pre_minus,0,1,0,0,1,0
IGR_-_M5005_Spy1293_pre_minus,10,13,12,10,2,6
IGR_-_M5005_Spy1295_pre_minus,282,300,219,104,144,241
IGR_-_M5005_Spy1296_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1297_pre_minus,1,4,0,0,0,1
IGR_-_M5005_Spy1298_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1299_pre_minus,1,0,0,0,1,0
IGR_-_M5005_Spy1300_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1301_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1302_pre_minus,0,1,1,0,1,1
IGR_-_M5005_Spy1303_pre_minus,18,35,30,18,16,22
IGR_-_M5005_Spy1304_pre_minus,5,3,1,3,6,2
IGR_-_M5005_Spy1305_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1308_pre_minus,1,6,0,4,4,1
IGR_-_M5005_Spy1309_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy1310_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1311_pre_minus,0,0,2,0,1,0
IGR_-_M5005_Spy1312_pre_minus,0,0,0,0,0,1
IGR_-_M5005_Spy1313_pre_minus,1,2,1,5,4,6
IGR_-_M5005_Spy1314_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1315_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1316_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy1317_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1318_pre_minus,1,1,0,1,1,0
IGR_-_M5005_Spy1319_pre_minus,31,45,23,23,23,27
IGR_-_M5005_Spy1320_pre_minus,3,0,0,1,2,0
IGR_-_M5005_Spy1321_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1322_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1323_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1324_pre_minus,41,100,39,13,45,33
IGR_-_M5005_Spy1325_pre_minus,1101,2315,1260,1750,1639,2284
IGR_-_M5005_Spy1326_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1328_pre_minus,0,0,1,0,0,0
IGR_-_M5005_Spy1329_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy1330_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1332_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1335_pre_minus,1,1,3,1,2,3
IGR_-_M5005_Spy1337_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1339_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1340_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1341_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1342_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1343_pre_minus,1,1,0,0,1,0
IGR_-_M5005_Spy1344_pre_minus,0,1,0,0,0,1
IGR_-_M5005_Spy1345_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1346_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1347_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1348_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1350_pre_minus,0,1,1,0,0,0
IGR_-_M5005_Spy1351_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1352_pre_minus,15649,26088,17487,11285,16723,24803
IGR_-_M5005_Spy1353_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1354_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1356_pre_minus,77,126,105,73,91,150
IGR_-_M5005_Spy1357_pre_minus,5,4,3,2,1,4
IGR_-_M5005_Spy1358_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1359_pre_minus,1,5,0,0,6,1
IGR_-_M5005_Spy1360_pre_minus,4,6,5,2,3,1
IGR_-_M5005_Spy1361_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1362_pre_minus,0,0,0,1,0,2
IGR_-_M5005_Spy1364_pre_minus,3,3,6,1,4,0
IGR_-_M5005_Spy1365_pre_minus,13,31,8,6,9,12
IGR_-_M5005_Spy1366_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1367_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1368_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1369_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1370_pre_minus,11,28,13,7,8,9
IGR_-_M5005_Spy1372_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1373_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1374_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1375_pre_minus,1,2,3,1,3,1
IGR_-_M5005_Spy1376_pre_minus,3,4,7,2,4,2
IGR_-_M5005_Spy1377_pre_minus,0,0,0,1,1,3
IGR_-_M5005_Spy1379_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1380_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1381_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1382_pre_minus,417,638,386,142,250,331
IGR_-_M5005_Spy1383_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy1384_pre_minus,5,12,8,10,4,10
IGR_-_M5005_Spy1385_pre_minus,38,43,30,17,14,37
IGR_-_M5005_Spy1386_pre_minus,156,293,174,113,135,202
IGR_-_M5005_Spy1387_pre_minus,1,5,2,0,0,2
IGR_-_M5005_Spy1388_pre_minus,0,3,2,2,1,0
IGR_-_M5005_Spy1389_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy1390_pre_minus,8,12,6,1,13,10
IGR_-_M5005_Spy1391_pre_minus,0,2,0,0,0,2
IGR_-_M5005_Spy1392_pre_minus,152,189,143,127,200,375
IGR_-_M5005_Spy1393_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1394_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1395_pre_minus,4,9,7,5,13,10
IGR_-_M5005_Spy1396_pre_minus,3,0,0,5,3,2
IGR_-_M5005_Spy1397_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1398_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1399_pre_minus,0,2,0,8,6,7
IGR_-_M5005_Spy1400_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1402_pre_minus,3,2,5,1,9,8
IGR_-_M5005_Spy1403_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1404_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1405_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1407_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy1408_pre_minus,1,0,2,0,0,0
IGR_-_M5005_Spy1409_pre_minus,291,414,262,109,162,135
IGR_-_M5005_Spy1410_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1412_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1413_pre_minus,33,25,23,10,15,12
IGR_-_M5005_Spy1414_pre_minus,4,1,0,0,0,0
IGR_-_M5005_Spy1415_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1416_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1417_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1419_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1420_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1421_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1422_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1425_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1426_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1427_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1428_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy1429_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1430_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1431_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1432_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1433_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1434_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1435_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1436_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1437_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1438_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1440_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1442_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1445_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1449_pre_minus,1,0,0,0,0,1
IGR_-_M5005_Spy1450_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1451_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1452_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1453_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1455_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1461_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1462_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1464_pre_minus,3,10,2,1,3,0
IGR_-_M5005_Spy1465_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1466_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1467_pre_minus,163,43,30,13,52,47
IGR_-_M5005_Spy1468_pre_minus,1,0,1,0,0,1
IGR_-_M5005_Spy1470_pre_minus,1,1,0,0,0,0
IGR_-_M5005_Spy1471_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1472_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1474_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1475_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1477_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1478_pre_minus,22,21,6,4,3,4
IGR_-_M5005_Spy1479_pre_minus,5,5,1,0,0,0
IGR_-_M5005_Spy1480_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1481_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1482_pre_minus,1,1,0,0,0,1
IGR_-_M5005_Spy1483_pre_minus,3,5,0,1,1,2
IGR_-_M5005_Spy1484_pre_minus,26,23,19,4,8,19
IGR_-_M5005_Spy1486_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1487_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1489_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1490_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1492_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1493_pre_minus,1001,503,527,185,216,382
IGR_-_M5005_Spy1494_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1496_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1497_pre_minus,4,2,0,0,0,1
IGR_-_M5005_Spy1498_pre_minus,19,57,32,56,24,33
IGR_-_M5005_Spy1499_pre_minus,6,24,14,92,15,17
IGR_-_M5005_Spy1500_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1501_pre_minus,0,0,1,3,0,0
IGR_-_M5005_Spy1504_pre_minus,5,7,2,2,6,3
IGR_-_M5005_Spy1505_pre_minus,6,5,5,1,3,3
IGR_-_M5005_Spy1509_pre_minus,15,17,12,6,5,6
IGR_-_M5005_Spy1511_pre_minus,0,8,2,1,4,1
IGR_-_M5005_Spy1512_pre_minus,1,0,1,0,0,0
IGR_-_M5005_Spy1513_pre_minus,14,37,34,18,11,21
IGR_-_M5005_Spy1514_pre_minus,1,1,1,0,2,0
IGR_-_M5005_Spy1515_pre_minus,2,4,2,6,0,1
IGR_-_M5005_Spy1516_pre_minus,15,10,5,5,12,5
IGR_-_M5005_Spy1517_pre_minus,9,8,7,16,17,7
IGR_-_M5005_Spy1518_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1519_pre_minus,2,4,1,2,1,2
IGR_-_M5005_Spy1520_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1521_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1528_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1530_pre_minus,3,2,2,1,1,0
IGR_-_M5005_Spy1531_pre_minus,4,4,0,7,11,11
IGR_-_M5005_Spy1532_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1534_pre_minus,12,4,3,3,4,2
IGR_-_M5005_Spy1535_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1538_pre_minus,14,31,17,16,13,25
IGR_-_M5005_Spy1539_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy1540_pre_minus,0,3,2,0,1,1
IGR_-_M5005_Spy1541_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1542_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1543_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1544_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1545_pre_minus,5,4,0,2,0,1
IGR_-_M5005_Spy1547_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1548_pre_minus,0,1,0,0,0,0
IGR_-_M5005_Spy1549_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1550_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1551_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1552_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1553_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1554_pre_minus,66,89,87,49,63,77
IGR_-_M5005_Spy1555_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1556_pre_minus,0,1,3,15,9,23
IGR_-_M5005_Spy1557_pre_minus,2,2,1,2,2,5
IGR_-_M5005_Spy1558_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1559_pre_minus,0,0,0,0,1,0
IGR_-_M5005_Spy1560_pre_minus,1,0,0,0,0,0
IGR_-_M5005_Spy1562_pre_minus,1,7,1,4,0,3
IGR_-_M5005_Spy1563_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1564_pre_minus,0,1,0,0,0,1
IGR_-_M5005_Spy1565_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1566_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1567_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1568_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1569_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1570_pre_minus,16,24,15,12,8,8
IGR_-_M5005_Spy1572_pre_minus,2,2,1,0,1,1
IGR_-_M5005_Spy1573_pre_minus,4,3,2,0,3,0
IGR_-_M5005_Spy1574_pre_minus,0,0,0,3,0,0
IGR_-_M5005_Spy1575_pre_minus,3,4,1,3,4,3
IGR_-_M5005_Spy1576_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1577_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1578_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1579_pre_minus,1,5,3,4,0,8
IGR_-_M5005_Spy1580_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1581_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1582_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1583_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1584_pre_minus,0,1,0,0,0,1
IGR_-_M5005_Spy1585_pre_minus,1,4,3,0,2,2
IGR_-_M5005_Spy1586_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1587_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1588_pre_minus,0,2,0,0,0,0
IGR_-_M5005_Spy1589_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1590_pre_minus,11,32,8,2,12,9
IGR_-_M5005_Spy1591_pre_minus,7,22,15,4,7,7
IGR_-_M5005_Spy1594_pre_minus,2,1,0,0,1,0
IGR_-_M5005_Spy1595_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1596_pre_minus,14,17,6,1,6,8
IGR_-_M5005_Spy1597_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1598_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1599_pre_minus,4,5,1,0,2,1
IGR_-_M5005_Spy1600_pre_minus,0,0,0,1,0,0
IGR_-_M5005_Spy1601_pre_minus,22,40,17,27,24,31
IGR_-_M5005_Spy1602_pre_minus,6,13,8,6,3,12
IGR_-_M5005_Spy1604_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1605_pre_minus,0,0,0,0,0,0
IGR_-_M5005_Spy1606_pre_minus,3,3,4,3,6,0
IGR_-_M5005_Spy1607_pre_minus,47,44,14,16,15,16
IGR_-_M5005_Spy1608_pre_minus,0,0,0,0,1,0
