IDs,CvD1,CvD2,CvD3,WR1,WR2,WR3
Inter.NC_008533.1.734195.104,251,351,363,307,316,293
Inter.NC_008533.1.734195.105,371,582,525,443,510,447
Inter.NC_008533.1.734195.11,274,309,292,311,304,253
Inter.NC_008533.1.734195.12,100,100,97,97,116,95
Inter.NC_008533.1.734195.13,84,125,106,130,129,115
Inter.NC_008533.1.734195.14,239,282,285,299,324,287
Inter.NC_008533.1.734195.15,211,257,246,265,279,245
Inter.NC_008533.1.734195.16,205,292,253,230,270,220
Inter.NC_008533.1.734195.17,304,357,353,359,392,329
Inter.NC_008533.1.734195.18,140,181,175,194,179,138
Inter.NC_008533.1.734195.19,129,159,155,177,199,145
Inter.NC_008533.1.734195.2,60,69,58,68,94,91
Inter.NC_008533.1.734195.20,202,256,237,233,283,220
Inter.NC_008533.1.734195.21,238,328,267,292,322,316
Inter.NC_008533.1.734195.22,231,244,255,267,263,251
Inter.NC_008533.1.734195.23,231,232,258,280,296,283
Inter.NC_008533.1.734195.24,233,316,226,276,278,261
Inter.NC_008533.1.734195.25,142,200,168,190,208,177
Inter.NC_008533.1.734195.26,93,104,94,122,126,90
Inter.NC_008533.1.734195.27,23,35,32,21,34,24
Inter.NC_008533.1.734195.28,64,71,92,64,62,64
Inter.NC_008533.1.734195.29,76,87,90,62,89,78
Inter.NC_008533.1.734195.3,222,217,210,257,267,233
Inter.NC_008533.1.734195.30,165,221,207,175,183,128
Inter.NC_008533.1.734195.31,97,75,76,90,77,63
Inter.NC_008533.1.734195.32,97,136,100,91,117,97
Inter.NC_008533.1.734195.33,79,88,67,63,65,63
Inter.NC_008533.1.734195.34,35,36,44,46,41,34
Inter.NC_008533.1.734195.35,163,184,171,183,188,148
Inter.NC_008533.1.734195.36,64,93,89,89,76,63
Inter.NC_008533.1.734195.37,33,43,50,37,43,29
Inter.NC_008533.1.734195.38,41,45,55,37,39,48
Inter.NC_008533.1.734195.39,164,184,190,146,134,157
Inter.NC_008533.1.734195.4,95,90,98,94,113,84
Inter.NC_008533.1.734195.40,209,219,208,156,179,150
Inter.NC_008533.1.734195.41,273,380,342,239,263,237
Inter.NC_008533.1.734195.42,255,319,285,239,203,232
Inter.NC_008533.1.734195.43,201,259,297,214,196,183
Inter.NC_008533.1.734195.44,166,214,258,177,163,144
Inter.NC_008533.1.734195.45,349,446,475,322,357,328
Inter.NC_008533.1.734195.46,185,236,231,173,205,184
Inter.NC_008533.1.734195.47,254,295,255,225,215,170
Inter.NC_008533.1.734195.48,444,645,653,469,542,415
Inter.NC_008533.1.734195.49,332,420,456,384,367,326
Inter.NC_008533.1.734195.5,150,176,130,146,176,144
Inter.NC_008533.1.734195.50,431,570,583,429,494,447
Inter.NC_008533.1.734195.51,218,262,304,283,273,234
Inter.NC_008533.1.734195.52,193,267,276,243,268,212
Inter.NC_008533.1.734195.53,341,511,515,444,483,396
Inter.NC_008533.1.734195.54,296,425,447,414,373,332
Inter.NC_008533.1.734195.55,283,371,415,296,351,314
Inter.NC_008533.1.734195.56,279,380,411,347,343,286
Inter.NC_008533.1.734195.57,357,526,561,398,454,414
Inter.NC_008533.1.734195.58,413,640,659,481,577,490
Inter.NC_008533.1.734195.59,285,397,420,315,331,300
Inter.NC_008533.1.734195.6,231,262,233,228,276,240
Inter.NC_008533.1.734195.60,403,591,585,474,523,497
Inter.NC_008533.1.734195.61,312,452,452,419,426,339
Inter.NC_008533.1.734195.62,321,390,434,328,353,298
Inter.NC_008533.1.734195.63,250,422,434,291,289,290
Inter.NC_008533.1.734195.64,324,489,492,396,435,358
Inter.NC_008533.1.734195.65,216,279,256,248,244,221
Inter.NC_008533.1.734195.66,328,403,387,339,362,375
Inter.NC_008533.1.734195.67,261,353,352,288,337,322
Inter.NC_008533.1.734195.68,324,496,513,396,459,429
Inter.NC_008533.1.734195.69,161,251,234,215,239,209
Inter.NC_008533.1.734195.7,210,239,186,229,211,204
Inter.NC_008533.1.734195.70,328,406,447,370,388,340
Inter.NC_008533.1.734195.71,379,572,566,468,558,491
Inter.NC_008533.1.734195.72,303,476,445,382,402,324
Inter.NC_008533.1.734195.73,417,627,603,521,570,501
Inter.NC_008533.1.734195.74,219,376,355,300,292,290
Inter.NC_008533.1.734195.75,188,264,282,208,213,198
Inter.NC_008533.1.734195.76,356,603,635,500,519,464
Inter.NC_008533.1.734195.77,291,454,434,355,392,369
Inter.NC_008533.1.734195.78,388,620,630,468,551,504
Inter.NC_008533.1.734195.79,213,327,341,309,305,254
Inter.NC_008533.1.734195.8,266,334,282,313,297,275
Inter.NC_008533.1.734195.80,406,499,494,426,462,420
Inter.NC_008533.1.734195.81,280,333,355,327,317,296
Inter.NC_008533.1.734195.82,268,415,420,387,386,320
Inter.NC_008533.1.734195.83,294,409,404,316,383,288
Inter.NC_008533.1.734195.84,352,527,478,421,455,400
Inter.NC_008533.1.734195.85,380,619,595,468,546,476
Inter.NC_008533.1.734195.86,339,487,518,422,446,408
Inter.NC_008533.1.734195.87,309,446,461,333,382,349
Inter.NC_008533.1.734195.88,293,441,407,364,344,309
Inter.NC_008533.1.734195.89,254,362,372,330,341,284
Inter.NC_008533.1.734195.9,112,133,154,125,148,123
Inter.NC_008533.1.734195.90,320,461,459,372,437,393
Inter.NC_008533.1.734195.91,234,354,331,269,308,249
Inter.NC_008533.1.734195.92,198,300,308,194,268,233
Inter.NC_008533.1.734195.93,96,178,181,138,147,132
Inter.NC_008533.1.734195.94,103,115,148,131,135,130
Inter.NC_008533.1.734195.95,161,167,174,145,170,152
Inter.NC_008533.1.734195.96,69,96,94,89,76,74
Inter.NC_008533.1.734195.97,72,91,117,111,98,87
Inter.NC_008533.1.734195.98,179,251,265,211,237,193
Inter.NC_008533.1.734195.99,204,325,305,248,252,242
Inter.NC_008533.1.745294.0,1,1,3,1,2,1
Inter.NC_008533.1.745583.0,0,0,1,1,1,2
Inter.NC_008533.1.746571.0,1,3,3,4,6,2
Inter.NC_008533.1.746571.1,1,3,6,1,9,0
Inter.NC_008533.1.746571.10,51,63,65,81,85,87
Inter.NC_008533.1.746571.100,11,23,19,22,21,18
Inter.NC_008533.1.746571.11,103,115,136,151,159,155
Inter.NC_008533.1.746571.12,107,159,173,158,205,181
Inter.NC_008533.1.746571.13,83,126,115,152,159,116
Inter.NC_008533.1.746571.14,43,59,58,49,70,66
Inter.NC_008533.1.746571.15,81,124,139,123,166,121
Inter.NC_008533.1.746571.16,92,147,147,170,188,129
Inter.NC_008533.1.746571.17,90,142,152,147,158,127
Inter.NC_008533.1.746571.18,105,158,164,199,185,161
Inter.NC_008533.1.746571.19,75,105,75,130,112,82
Inter.NC_008533.1.746571.2,6,6,6,8,6,5
Inter.NC_008533.1.746571.20,84,108,125,157,168,136
Inter.NC_008533.1.746571.21,96,146,148,187,193,157
Inter.NC_008533.1.746571.22,89,148,154,172,168,160
Inter.NC_008533.1.746571.23,127,177,171,210,215,201
Inter.NC_008533.1.746571.24,66,96,119,107,127,117
Inter.NC_008533.1.746571.25,126,201,219,249,241,218
Inter.NC_008533.1.746571.26,119,171,187,205,205,203
Inter.NC_008533.1.746571.27,380,452,468,396,438,351
Inter.NC_008533.1.746571.28,390,487,440,416,455,379
Inter.NC_008533.1.746571.29,617,954,818,743,828,692
Inter.NC_008533.1.746571.3,1,1,1,2,3,2
Inter.NC_008533.1.746571.30,511,671,593,576,559,493
Inter.NC_008533.1.746571.31,425,546,531,486,505,486
Inter.NC_008533.1.746571.32,305,414,403,379,442,352
Inter.NC_008533.1.746571.33,294,377,398,445,467,377
Inter.NC_008533.1.746571.34,518,687,693,672,700,594
Inter.NC_008533.1.746571.35,376,499,500,476,490,422
Inter.NC_008533.1.746571.36,326,481,451,488,502,367
Inter.NC_008533.1.746571.37,637,997,998,1147,1360,1214
Inter.NC_008533.1.746571.38,1009,1441,1505,2023,2207,1973
Inter.NC_008533.1.746571.39,551,792,848,1075,1102,954
Inter.NC_008533.1.746571.4,7,7,6,4,2,3
Inter.NC_008533.1.746571.40,882,1297,1447,1635,2040,1720
Inter.NC_008533.1.746571.41,976,1462,1549,1746,1982,1765
Inter.NC_008533.1.746571.42,951,1473,1635,1782,1926,1683
Inter.NC_008533.1.746571.43,858,1266,1371,1447,1639,1541
Inter.NC_008533.1.746571.44,579,788,841,996,1079,1008
Inter.NC_008533.1.746571.45,720,1036,1039,1262,1368,1249
Inter.NC_008533.1.746571.46,893,1411,1511,1691,1900,1932
Inter.NC_008533.1.746571.47,1383,2071,2123,2526,2774,2433
Inter.NC_008533.1.746571.48,1323,1965,2093,2556,2648,2242
Inter.NC_008533.1.746571.49,40,75,74,113,80,107
Inter.NC_008533.1.746571.5,5,9,9,5,4,9
Inter.NC_008533.1.746571.50,45,54,54,43,59,50
Inter.NC_008533.1.746571.51,299,383,362,322,356,342
Inter.NC_008533.1.746571.52,152,201,176,169,194,168
Inter.NC_008533.1.746571.53,204,301,266,241,287,217
Inter.NC_008533.1.746571.54,160,240,264,227,257,238
Inter.NC_008533.1.746571.55,175,241,241,221,224,210
Inter.NC_008533.1.746571.56,212,287,334,284,272,261
Inter.NC_008533.1.746571.57,180,264,252,232,252,229
Inter.NC_008533.1.746571.58,143,217,208,160,170,160
Inter.NC_008533.1.746571.59,9,13,20,20,17,6
Inter.NC_008533.1.746571.6,3,7,4,7,4,3
Inter.NC_008533.1.746571.60,268,339,370,333,365,355
Inter.NC_008533.1.746571.61,149,209,207,186,218,180
Inter.NC_008533.1.746571.62,129,211,217,201,219,175
Inter.NC_008533.1.746571.63,197,261,240,262,260,246
Inter.NC_008533.1.746571.64,174,222,224,228,225,200
Inter.NC_008533.1.746571.65,342,476,471,391,519,453
Inter.NC_008533.1.746571.66,280,344,358,366,416,372
Inter.NC_008533.1.746571.67,297,407,403,440,462,360
Inter.NC_008533.1.746571.68,175,211,251,259,268,220
Inter.NC_008533.1.746571.69,254,330,347,349,405,324
Inter.NC_008533.1.746571.7,2,1,2,0,0,1
Inter.NC_008533.1.746571.70,402,548,517,547,639,496
Inter.NC_008533.1.746571.71,184,206,197,221,219,205
Inter.NC_008533.1.746571.72,494,655,670,595,727,630
Inter.NC_008533.1.746571.73,246,273,279,292,341,312
Inter.NC_008533.1.746571.74,183,212,230,237,230,226
Inter.NC_008533.1.746571.75,303,378,406,486,452,398
Inter.NC_008533.1.746571.76,358,423,430,423,478,495
Inter.NC_008533.1.746571.77,296,418,417,465,422,378
Inter.NC_008533.1.746571.78,230,263,288,325,324,292
Inter.NC_008533.1.746571.79,185,283,276,285,330,285
Inter.NC_008533.1.746571.8,1,3,2,5,7,9
Inter.NC_008533.1.746571.80,349,460,466,502,549,438
Inter.NC_008533.1.746571.81,161,226,216,266,230,225
Inter.NC_008533.1.746571.82,488,729,714,745,838,739
Inter.NC_008533.1.746571.83,354,389,406,447,445,416
Inter.NC_008533.1.746571.84,299,368,339,389,404,361
Inter.NC_008533.1.746571.85,873,1193,1132,1132,1250,1060
Inter.NC_008533.1.746571.86,20,22,33,34,34,18
Inter.NC_008533.1.746571.87,10,22,23,28,26,24
Inter.NC_008533.1.746571.88,3,2,8,5,6,5
Inter.NC_008533.1.746571.89,11,13,23,11,21,24
Inter.NC_008533.1.746571.9,67,87,77,97,111,77
Inter.NC_008533.1.746571.90,29,31,45,38,44,47
Inter.NC_008533.1.746571.91,8,22,19,16,23,9
Inter.NC_008533.1.746571.92,12,22,29,12,19,19
Inter.NC_008533.1.746571.93,16,15,13,7,22,11
Inter.NC_008533.1.746571.94,13,25,19,11,24,21
Inter.NC_008533.1.746571.95,18,19,19,12,12,8
Inter.NC_008533.1.746571.96,7,16,17,14,11,12
Inter.NC_008533.1.746571.97,14,16,19,17,17,13
Inter.NC_008533.1.746571.98,3,9,8,6,6,6
Inter.NC_008533.1.746571.99,1,3,3,1,6,2
Inter.NC_008533.1.757283.0,27,31,34,33,23,18
Inter.NC_008533.1.757283.1,51,51,55,44,67,42
Inter.NC_008533.1.757283.10,202,262,277,205,240,189
Inter.NC_008533.1.757283.100,4551,4967,5354,8266,8576,6671
Inter.NC_008533.1.757283.101,2390,2910,2926,4748,4292,3430
Inter.NC_008533.1.757283.102,4935,5937,5965,9109,9310,7742
Inter.NC_008533.1.757283.103,2935,3639,3823,5919,5667,4583
Inter.NC_008533.1.757283.104,3220,3787,3931,6135,6069,4938
Inter.NC_008533.1.757283.105,1778,2151,2359,3758,3683,2743
Inter.NC_008533.1.757283.106,1530,1935,1945,3116,2905,2136
Inter.NC_008533.1.757283.107,5939,7527,7815,11318,11737,9175
Inter.NC_008533.1.757283.108,4301,5167,5354,7916,8201,6560
Inter.NC_008533.1.757283.109,4524,5400,5532,8033,8081,6607
Inter.NC_008533.1.757283.11,232,284,310,258,301,241
Inter.NC_008533.1.757283.110,5738,7218,7524,10469,11031,8825
Inter.NC_008533.1.757283.111,1682,1805,2115,3293,3040,2340
Inter.NC_008533.1.757283.112,496,610,702,752,767,641
Inter.NC_008533.1.757283.113,300,382,393,396,418,303
Inter.NC_008533.1.757283.114,263,356,350,324,311,272
Inter.NC_008533.1.757283.115,312,491,496,516,499,438
Inter.NC_008533.1.757283.116,302,422,397,395,403,335
Inter.NC_008533.1.757283.117,262,311,363,332,366,285
Inter.NC_008533.1.757283.118,244,329,371,358,368,272
Inter.NC_008533.1.757283.119,309,428,448,446,490,383
Inter.NC_008533.1.757283.12,100,108,124,143,152,135
Inter.NC_008533.1.757283.120,126,168,178,174,177,142
Inter.NC_008533.1.757283.121,136,151,182,193,181,154
Inter.NC_008533.1.757283.122,308,414,425,408,449,378
Inter.NC_008533.1.757283.123,247,322,335,368,360,284
Inter.NC_008533.1.757283.124,237,294,301,337,335,298
Inter.NC_008533.1.757283.125,196,205,238,235,260,204
Inter.NC_008533.1.757283.126,26,37,42,39,49,30
Inter.NC_008533.1.757283.127,99,101,83,96,106,93
Inter.NC_008533.1.757283.128,10,14,16,10,9,10
Inter.NC_008533.1.757283.129,291,368,424,422,429,379
Inter.NC_008533.1.757283.13,209,250,274,306,321,258
Inter.NC_008533.1.757283.130,166,171,165,208,215,168
Inter.NC_008533.1.757283.131,341,472,434,484,523,458
Inter.NC_008533.1.757283.132,468,555,576,625,672,560
Inter.NC_008533.1.757283.133,378,437,429,509,566,495
Inter.NC_008533.1.757283.134,302,334,333,446,464,393
Inter.NC_008533.1.757283.135,463,544,534,599,689,618
Inter.NC_008533.1.757283.136,323,363,367,482,468,369
Inter.NC_008533.1.757283.137,362,393,418,466,509,428
Inter.NC_008533.1.757283.138,304,361,380,480,452,370
Inter.NC_008533.1.757283.139,193,294,251,322,329,279
Inter.NC_008533.1.757283.14,92,117,141,142,149,136
Inter.NC_008533.1.757283.140,418,432,454,561,579,513
Inter.NC_008533.1.757283.141,352,520,498,566,594,533
Inter.NC_008533.1.757283.142,260,342,294,415,408,295
Inter.NC_008533.1.757283.143,459,518,518,612,654,592
Inter.NC_008533.1.757283.144,283,345,352,449,459,411
Inter.NC_008533.1.757283.145,290,349,352,443,430,423
Inter.NC_008533.1.757283.146,389,489,511,668,658,524
Inter.NC_008533.1.757283.147,367,469,447,565,627,509
Inter.NC_008533.1.757283.148,424,478,460,613,675,532
Inter.NC_008533.1.757283.149,512,585,640,790,799,665
Inter.NC_008533.1.757283.15,167,219,237,254,240,233
Inter.NC_008533.1.757283.150,274,329,331,401,424,353
Inter.NC_008533.1.757283.151,855,885,941,1153,1184,1031
Inter.NC_008533.1.757283.152,1,1,2,4,3,0
Inter.NC_008533.1.757283.153,1056,1265,1355,1039,986,739
Inter.NC_008533.1.757283.154,3017,3478,3787,2779,2922,2424
Inter.NC_008533.1.757283.155,2292,2464,2607,2053,2078,1662
Inter.NC_008533.1.757283.156,2330,2703,2800,2270,2366,1716
Inter.NC_008533.1.757283.157,2200,2412,2626,2054,2175,1677
Inter.NC_008533.1.757283.158,2255,2562,2829,2286,2304,1786
Inter.NC_008533.1.757283.159,2149,2474,2567,2161,2223,1701
Inter.NC_008533.1.757283.16,194,244,249,228,273,231
Inter.NC_008533.1.757283.160,2002,2291,2399,2012,2178,1634
Inter.NC_008533.1.757283.161,2234,2735,2841,2367,2533,1880
Inter.NC_008533.1.757283.162,1699,1935,2088,1724,1827,1485
Inter.NC_008533.1.757283.163,3294,3902,4211,3437,3603,2679
Inter.NC_008533.1.757283.164,1453,1583,1672,1467,1355,1209
Inter.NC_008533.1.757283.165,3609,4298,4513,3737,3976,3163
Inter.NC_008533.1.757283.166,2223,2582,2822,2286,2473,1969
Inter.NC_008533.1.757283.167,1977,2176,2325,2098,2149,1557
Inter.NC_008533.1.757283.168,1744,1922,2096,1908,1953,1582
Inter.NC_008533.1.757283.169,2635,2985,3276,2914,2891,2305
Inter.NC_008533.1.757283.17,158,193,192,226,206,215
Inter.NC_008533.1.757283.170,3435,3908,4335,3695,3810,3084
Inter.NC_008533.1.757283.171,2186,2477,2854,2625,2637,2021
Inter.NC_008533.1.757283.172,1504,1694,1955,1792,1784,1314
Inter.NC_008533.1.757283.173,2236,2685,2971,2566,2626,2149
Inter.NC_008533.1.757283.174,2856,3293,3607,3116,3277,2552
Inter.NC_008533.1.757283.175,2575,2938,3248,2770,2995,2441
Inter.NC_008533.1.757283.176,1926,2324,2559,2177,2205,1790
Inter.NC_008533.1.757283.177,2672,3123,3445,3170,3142,2557
Inter.NC_008533.1.757283.178,3051,3663,3828,3422,3551,2682
Inter.NC_008533.1.757283.179,2822,2957,3379,3083,3213,2527
Inter.NC_008533.1.757283.18,224,282,245,240,310,235
Inter.NC_008533.1.757283.180,1691,1815,2071,1794,2014,1599
Inter.NC_008533.1.757283.181,1399,1495,1797,1605,1602,1254
Inter.NC_008533.1.757283.182,2027,2207,2553,2312,2368,1879
Inter.NC_008533.1.757283.183,2953,3334,3698,3271,3692,2783
Inter.NC_008533.1.757283.184,1251,1366,1433,1453,1415,1123
Inter.NC_008533.1.757283.185,2040,2297,2632,2520,2606,1994
Inter.NC_008533.1.757283.186,2431,2561,3001,2738,2852,2349
Inter.NC_008533.1.757283.187,1147,1283,1491,1357,1296,1039
Inter.NC_008533.1.757283.188,2196,2351,2676,2402,2475,2020
Inter.NC_008533.1.757283.189,2649,3015,3438,3044,3150,2633
Inter.NC_008533.1.757283.19,118,163,176,183,205,153
Inter.NC_008533.1.757283.190,1332,1729,1927,1662,1707,1290
Inter.NC_008533.1.757283.191,1699,1767,1884,1792,1990,1375
Inter.NC_008533.1.757283.192,1651,1773,2165,1843,1962,1558
Inter.NC_008533.1.757283.193,3101,3383,3954,3325,3538,2956
Inter.NC_008533.1.757283.194,1190,1216,1433,1324,1287,997
Inter.NC_008533.1.757283.195,2297,2510,2862,2551,2741,2212
Inter.NC_008533.1.757283.196,848,1010,1140,1097,1064,842
Inter.NC_008533.1.757283.197,1646,1857,2106,1899,1985,1438
Inter.NC_008533.1.757283.198,2284,2333,2807,2434,2644,2251
Inter.NC_008533.1.757283.199,2349,2439,2898,2593,2678,2233
Inter.NC_008533.1.757283.2,86,118,120,108,110,84
Inter.NC_008533.1.757283.20,219,319,310,330,366,299
Inter.NC_008533.1.757283.200,1450,1554,1781,1762,1806,1415
Inter.NC_008533.1.757283.201,1755,1810,2069,1908,2031,1742
Inter.NC_008533.1.757283.202,2370,2555,2933,2758,2856,2084
Inter.NC_008533.1.757283.203,2576,2773,3258,3013,2994,2362
Inter.NC_008533.1.757283.204,2405,2549,2964,2861,2965,2336
Inter.NC_008533.1.757283.205,1646,1604,1900,1918,1748,1588
Inter.NC_008533.1.757283.206,1595,1535,1779,1770,1646,1278
Inter.NC_008533.1.757283.207,21,28,31,41,31,23
Inter.NC_008533.1.757283.21,214,273,260,291,285,218
Inter.NC_008533.1.757283.22,238,326,321,337,352,278
Inter.NC_008533.1.757283.23,274,318,349,368,363,309
Inter.NC_008533.1.757283.24,120,167,166,178,184,138
Inter.NC_008533.1.757283.25,165,199,236,202,230,192
Inter.NC_008533.1.757283.26,211,221,229,243,273,237
Inter.NC_008533.1.757283.27,103,157,128,155,163,129
Inter.NC_008533.1.757283.28,236,322,285,318,340,298
Inter.NC_008533.1.757283.29,195,222,269,259,260,273
Inter.NC_008533.1.757283.3,89,107,119,90,85,76
Inter.NC_008533.1.757283.30,319,401,468,461,496,444
Inter.NC_008533.1.757283.31,316,423,423,473,461,428
Inter.NC_008533.1.757283.32,237,316,322,348,369,319
Inter.NC_008533.1.757283.33,203,310,296,335,333,306
Inter.NC_008533.1.757283.34,312,435,425,439,476,415
Inter.NC_008533.1.757283.35,159,171,215,233,256,188
Inter.NC_008533.1.757283.36,214,325,297,319,354,296
Inter.NC_008533.1.757283.37,310,407,407,461,433,382
Inter.NC_008533.1.757283.38,224,303,323,361,364,299
Inter.NC_008533.1.757283.39,251,360,332,412,412,368
Inter.NC_008533.1.757283.4,172,226,234,218,190,158
Inter.NC_008533.1.757283.40,173,241,233,249,285,250
Inter.NC_008533.1.757283.41,197,325,284,321,361,292
Inter.NC_008533.1.757283.42,389,528,504,580,654,474
Inter.NC_008533.1.757283.43,315,426,379,438,482,406
Inter.NC_008533.1.757283.44,142,246,210,276,300,219
Inter.NC_008533.1.757283.45,242,310,287,361,378,275
Inter.NC_008533.1.757283.46,97,144,123,133,171,135
Inter.NC_008533.1.757283.47,247,327,347,347,416,322
Inter.NC_008533.1.757283.48,277,462,429,466,514,382
Inter.NC_008533.1.757283.49,229,364,368,347,377,294
Inter.NC_008533.1.757283.5,225,314,265,242,307,228
Inter.NC_008533.1.757283.50,143,224,252,199,252,204
Inter.NC_008533.1.757283.51,237,295,305,353,380,301
Inter.NC_008533.1.757283.52,404,485,486,595,657,534
Inter.NC_008533.1.757283.53,370,556,489,546,623,533
Inter.NC_008533.1.757283.54,236,369,305,391,425,316
Inter.NC_008533.1.757283.55,305,378,370,421,488,424
Inter.NC_008533.1.757283.56,271,377,343,414,457,390
Inter.NC_008533.1.757283.57,439,618,500,607,672,527
Inter.NC_008533.1.757283.58,215,345,286,351,374,298
Inter.NC_008533.1.757283.59,267,376,316,400,394,334
Inter.NC_008533.1.757283.6,212,335,302,255,279,247
Inter.NC_008533.1.757283.60,378,621,496,560,599,545
Inter.NC_008533.1.757283.61,292,441,365,476,543,447
Inter.NC_008533.1.757283.62,204,286,260,313,318,251
Inter.NC_008533.1.757283.63,293,393,347,467,472,394
Inter.NC_008533.1.757283.64,259,371,328,417,399,367
Inter.NC_008533.1.757283.65,373,567,428,551,565,513
Inter.NC_008533.1.757283.66,342,551,512,555,600,562
Inter.NC_008533.1.757283.67,366,546,457,526,617,462
Inter.NC_008533.1.757283.68,254,354,305,319,425,306
Inter.NC_008533.1.757283.69,197,288,331,296,367,296
Inter.NC_008533.1.757283.7,210,322,309,294,268,232
Inter.NC_008533.1.757283.70,240,361,327,441,429,328
Inter.NC_008533.1.757283.71,301,425,350,491,492,375
Inter.NC_008533.1.757283.72,324,515,417,496,527,404
Inter.NC_008533.1.757283.73,267,406,349,349,431,348
Inter.NC_008533.1.757283.74,317,483,455,468,566,455
Inter.NC_008533.1.757283.75,374,556,515,510,552,523
Inter.NC_008533.1.757283.76,200,274,229,260,273,242
Inter.NC_008533.1.757283.77,182,276,237,258,278,216
Inter.NC_008533.1.757283.78,316,495,406,491,518,415
