,readcount_cph1-efg1_0min_1,readcount_cph1-efg1_0min_3,readcount_cph1-efg1_0min_4,readcount_cph1-efg1_75min_1,readcount_cph1-efg1_75min_3,readcount_cph1-efg1_75min_4,readcount_Evo_0min_1,readcount_Evo_0min_3,readcount_Evo_0min_4,readcount_Evo_75min_1,readcount_Evo_75min_3,readcount_Evo_75min_4
orf19.7511,11869,6219,5706,8015,6549,7078,8967,28422,6511,7961,7923,13461
orf19.7512,591,194,391,417,526,430,522,1198,320,606,657,1113
orf19.7513,1087,593,740,964,1120,890,672,2148,612,742,975,1630
orf19.7514,16421,6474,13480,42881,36537,29399,8631,49247,10006,81643,61955,96747
orf19.7516,2958,1711,1471,2139,1759,1889,1883,6965,1410,1702,1881,3263
orf19.7517,2145,1090,1150,1297,1171,1405,1299,3493,1495,1106,1111,2824
orf19.7518,940,458,474,848,762,793,862,2386,660,1201,1076,2211
orf19.7519,2886,1320,1403,1608,1251,1509,2141,6433,1423,1537,1515,2764
orf19.752,3240,1508,1585,2583,2420,2510,2561,7157,1787,2444,2315,4664
orf19.7520,1545,742,801,1371,1147,1046,1461,4290,711,1713,1614,2660
orf19.7521,2445,757,1105,1160,1868,1016,1268,3772,959,1874,2259,3016
orf19.7522,4896,2567,2258,3171,2390,3169,3723,11959,2138,2601,2431,5123
orf19.7523,5249,2995,3144,4546,3657,3871,4133,14786,3307,4494,4535,8031
orf19.7527,3483,1397,1758,1776,1391,1589,2721,7488,1808,1928,1624,3400
orf19.7529,8379,3444,3760,4257,3990,3807,6598,17920,4005,4356,4232,7988
orf19.753,376,167,202,360,511,371,416,1360,283,711,778,1401
orf19.7531,1176,541,509,805,612,693,1250,3642,793,1007,900,1835
orf19.7534,15062,10261,12402,21032,16265,20773,9497,43359,16505,18916,19779,35615
orf19.7537,1979,831,780,1323,1204,1078,1727,4490,874,1229,1254,2169
orf19.7538,10988,5423,4708,6049,5163,5754,8647,23203,4953,5208,4900,10817
orf19.7539,504,480,445,681,530,602,250,1699,385,456,488,1095
orf19.7539.1,1771,791,1041,1635,1177,1251,1636,5033,1009,1544,1584,2392
orf19.754,27920,15189,14413,19843,16707,19045,19213,62505,16329,17317,16743,32572
orf19.7544,2667,1060,924,2309,1481,1412,1834,4351,828,1635,1176,2013
orf19.7545,863,495,398,532,503,545,263,1006,222,212,206,365
orf19.7546,1958,1739,1917,2595,1875,2585,1134,6007,2281,2293,1985,3656
orf19.7547,1785,627,826,1477,1398,1165,1370,3747,698,2027,1798,2944
orf19.7548,1389,573,692,1053,685,795,996,2848,713,838,743,1449
orf19.7549,3457,1974,1797,2271,2029,2166,2514,8354,1923,2221,2197,3889
orf19.755,2091,1800,1359,2131,1651,2116,1042,6433,1296,1432,1286,2559
orf19.7550,80,50,31,27,32,25,178,360,75,69,61,146
orf19.7551,17722,7178,6688,10808,8346,9296,15028,38612,7971,10232,9186,16620
orf19.7552,5441,3912,4429,6545,6033,7097,2996,13287,4958,6377,6487,11199
orf19.7553,701,498,352,349,311,333,533,1853,362,284,283,543
orf19.7554,487,354,391,527,495,544,415,1478,498,477,522,1009
orf19.7555,24,6,12,16,15,16,9,48,12,19,18,34
orf19.7556,829,434,398,394,310,348,569,2151,430,417,419,747
orf19.7557,87,54,29,19,19,6,35,169,27,26,20,54
orf19.7558,2313,1186,1247,1668,1267,1447,1971,6100,1356,1618,1436,2530
orf19.756,246,134,130,151,198,124,241,1146,189,118,152,283
orf19.7561,54,21,24,72,59,75,129,316,16,1561,1171,1546
orf19.7563,3897,1829,1790,2301,1741,2045,3292,10461,2211,2031,1867,3689
orf19.7564,1516,888,775,1099,817,971,1115,3323,844,773,798,1410
orf19.7565,473,292,368,544,614,567,410,1483,434,558,607,1027
orf19.7566,1338,911,1023,2692,2747,2769,610,2601,697,2882,3231,5845
orf19.7567,153,85,89,146,160,142,287,614,178,274,234,450
orf19.7568,15,5,8,17,11,16,28,73,20,26,22,40
orf19.7569,33929,20996,22131,25565,21901,25845,21251,74708,27868,26379,26163,46474
orf19.757,2859,1436,1439,1863,1293,1471,2410,7642,1727,1829,1699,2895
orf19.7570,2810,1200,1571,2362,1944,1896,1980,6156,1686,2285,1958,3744
orf19.7571,17098,8665,8885,9772,7871,9459,12107,36358,8988,8223,7731,15809
orf19.757.1,195,97,178,223,178,175,156,532,210,225,175,333
orf19.7572,3911,1909,2005,2457,1925,1864,3078,8790,2040,2302,2217,3689
orf19.7574,2482,1357,1361,1809,1460,1520,1913,6139,1514,1622,1519,2688
orf19.7576,688,329,295,369,269,335,507,1685,360,420,374,692
orf19.7577,4763,3291,2883,5169,3894,4638,2513,12338,2665,4318,3924,7182
orf19.7578,1480,581,567,810,571,608,1080,2696,558,748,640,1350
orf19.7579,3753,1540,1679,1918,1466,1528,2921,8227,1811,1765,1680,3281
orf19.758,576,326,332,494,346,397,434,1721,363,486,421,706
orf19.7580,3219,1461,1120,1560,1236,1357,3364,8313,1859,1359,1359,2360
orf19.7581,2952,1436,1338,1658,1263,1472,3890,9979,2113,1822,1702,2693
orf19.7583,4199,2433,2449,3464,2401,2719,2593,10356,2820,3881,2833,6188
orf19.7585,2781,1453,1467,84,54,226,1432,7675,1319,113,69,588
orf19.7586,10195,5470,7534,9656,8831,8507,7036,22754,9259,8292,8035,16523
orf19.7588,830,654,534,699,516,681,714,2612,626,706,588,1114
orf19.7589,3626,1914,1632,1348,963,1250,2784,8790,1952,1398,1263,2372
orf19.759,14611,7090,6776,8896,6853,7865,11656,34545,7492,8202,7692,15004
orf19.7590,13635,8264,9162,9276,7897,9766,9742,37844,11257,9292,9297,17619
orf19.7592,23258,13411,14894,22339,21378,20702,14313,59661,16127,26597,24418,48973
orf19.7593,2842,1876,1972,2701,2034,2675,1833,6937,2149,2157,1964,3780
orf19.7594,454,263,232,326,197,284,300,913,246,252,189,404
orf19.7595,869,435,509,608,407,541,702,2172,487,569,482,913
orf19.7596,77,18,34,191,202,241,55,135,32,224,230,419
orf19.7597,3,1,6,3,1,3,2,7,0,1,2,3
orf19.7598,4883,2197,2319,2327,1841,1755,3480,10917,1908,2290,1976,3142
orf19.7599,5982,4420,4737,6910,5493,7039,3640,16133,6117,6835,6494,11262
orf19.76,4401,3648,4129,6102,4893,6318,2321,12627,4963,5866,5989,10179
orf19.760,2220,1674,1285,1848,1319,1672,1292,6196,1285,1338,1137,2224
orf19.7600,74676,34588,36224,24914,14220,21189,61156,220133,55621,21057,15648,35171
orf19.7601,1747,1150,1027,1045,672,1149,1068,5087,1312,831,801,1638
orf19.7602,6163,3635,3334,3424,2086,3176,4363,14207,3098,2092,1829,3490
orf19.7603,2265,1605,1394,1302,1132,1329,1267,5435,1672,1136,1059,2163
orf19.7604,4012,2199,1966,2800,1859,2270,2638,9587,1860,2245,2153,3803
orf19.7605,18137,9226,8507,10819,8108,9345,13541,39806,8591,9619,8630,15850
orf19.7606,186,88,100,98,92,107,111,406,98,112,135,246
orf19.7608,1,0,0,0,0,0,0,0,0,0,0,1
orf19.7609,222,117,103,118,109,121,253,711,153,135,119,304
orf19.761,2967,1226,1719,1904,1672,1707,2078,6196,1561,1763,1623,3082
orf19.7610,9882,5023,4791,9326,6816,7891,8107,25226,4907,11077,9335,15660
orf19.7611,24131,14630,12833,10710,8572,9905,19294,64688,16281,10581,9371,19389
orf19.7612,6976,2791,2737,4121,2775,3427,7269,17158,3841,4300,3766,7143
orf19.7613,18079,10064,10101,12059,9921,11943,13568,42946,12285,10463,9927,19706
orf19.7614,1790,892,615,603,575,639,1359,4565,691,591,646,1151
orf19.7615,1024,673,500,623,409,574,706,2880,582,523,469,1018
orf19.7617,4314,2909,2383,3529,2603,3268,3154,11749,2685,2884,2579,4892
orf19.7618,4226,2780,2683,4268,3468,4337,2349,9456,3461,3652,3447,6810
orf19.7619,781,646,681,1039,893,961,453,2158,620,912,958,1588
orf19.762,11,2,10,4,5,3,18,27,7,17,19,42
orf19.7620,514,261,259,330,225,279,437,1401,301,312,264,535
orf19.7621,1031,574,481,782,681,699,636,2380,506,642,708,1171
orf19.7622,2904,1381,1287,1558,1132,1326,2229,6423,1376,1470,1163,2192
orf19.7624,3486,2460,2524,4185,3376,4379,1917,8770,2728,3622,3759,6191
orf19.7625,3473,1884,1433,1511,1310,1530,1944,5891,1227,1135,1322,2554
orf19.7626,20845,11519,10065,12254,10042,11244,13538,46079,11141,10656,10801,19005
orf19.7627,1548,672,680,910,742,825,1116,3395,757,914,914,1590
orf19.7629,1773,762,796,1077,1030,902,1319,3629,743,1039,1002,1831
orf19.763,2306,1159,1106,1681,1446,1570,1609,5286,1258,1563,1643,2755
orf19.7631,401,252,272,378,273,360,299,1183,296,362,300,646
orf19.7632,1874,916,811,1095,949,1049,1490,4518,914,1247,1142,2100
orf19.7634,4474,2720,2395,2568,2141,2629,2246,7814,2238,1443,1376,3470
orf19.7635,7775,5220,6319,9582,7819,9830,3876,16786,7292,8191,8256,15014
orf19.7637,1031,415,425,769,734,624,1240,3025,712,1398,1154,2081
orf19.7638,5490,2411,2160,3348,2571,3041,5293,14383,2904,3432,3168,5888
orf19.764,1637,763,884,1255,1028,1116,1678,5808,1196,1668,1429,2773
orf19.7642,1722,771,964,1434,1227,1259,1454,4490,1116,1475,1387,2691
orf19.7643,10256,4724,4543,5992,5040,5692,8317,25766,5274,5797,5502,10595
orf19.7644,638,305,365,435,405,396,457,1513,378,497,469,842
orf19.7645,3422,1968,1874,4455,3970,4336,2856,9475,2464,4392,4473,9027
orf19.7646,421,269,249,494,385,403,404,1568,356,500,507,851
orf19.7648,918,547,596,788,685,768,425,1748,443,634,712,1232
orf19.7650,3876,2769,2821,4157,3308,4398,2327,9834,3519,3845,3910,6493
orf19.7652,5116,2877,2671,3326,2573,3154,3448,11704,2864,2922,2934,5410
orf19.7654,16123,8612,8193,16866,11273,14717,11491,36946,8548,12402,10931,18636
orf19.7655,31769,15211,15363,19660,16281,17686,26328,79049,17407,17978,17130,34766
orf19.7657,978,809,659,1222,989,1230,541,2780,771,978,1043,1668
orf19.7658,5288,3035,2477,3348,2509,3052,3698,12388,3058,2937,2842,5493
orf19.7660,2142,1040,1009,1637,1238,1406,1758,5346,1190,1609,1475,2987
orf19.7661,934,406,503,875,847,805,902,2315,652,1105,1047,1992
orf19.7662,3870,2055,1733,1954,1468,1775,2793,9365,2078,2109,2047,3929
orf19.7663,2269,1189,1046,1585,1175,1359,1552,5086,1179,1286,1199,2158
orf19.7664,4249,2420,2412,3510,3036,3565,2309,8029,2841,3116,2887,5855
orf19.7665,2257,1137,1012,1301,1047,1253,1109,4606,960,971,936,1813
orf19.7666,982,461,357,360,392,332,686,1822,336,374,382,711
orf19.7667,2694,1202,1049,919,729,867,2264,6097,1336,896,894,1592
orf19.7668,555,213,243,230,196,215,691,1681,256,475,378,867
orf19.767,4208,1808,1366,1532,1167,1166,5272,12898,1628,1630,1527,2380
orf19.7670,7624,3735,3965,4796,3942,4237,5542,17781,4441,4597,4562,8615
orf19.7672,2718,1688,1258,2450,1872,2130,2234,7432,1731,2267,2384,4613
orf19.7673,2984,1519,1405,1887,1664,1934,1994,6624,1724,1649,1750,3427
orf19.7675,3121,2034,1653,2771,2025,2674,1931,7519,1674,1846,1736,3795
orf19.7676,10370,2825,2709,4093,3670,3221,8049,13401,2502,3475,3197,5237
orf19.7678,32438,17494,14689,22026,16862,20370,20718,67113,15942,17907,16464,32605
orf19.768,2473,1294,1680,1961,1600,1728,2660,6608,1847,1921,1798,2544
orf19.7680,2165,894,977,2028,1334,1713,846,2634,515,1031,961,1848
orf19.769,32,15,10,9,5,8,18,57,6,13,9,31
orf19.771,818,376,341,295,205,218,655,1833,347,239,202,388
orf19.77.1,3,2,0,0,1,2,5,9,1,1,3,5
orf19.772,8113,4478,4034,5421,4607,5639,5242,17956,4606,4789,4818,8993
orf19.772.1,811,513,424,782,473,708,514,2296,482,677,637,1333
orf19.773,1092,873,1042,1457,1125,1556,673,2920,1028,1071,1160,2001
orf19.775,519,203,230,340,309,248,296,779,173,259,270,490
orf19.776,3,1,1,6,1,2,3,3,1,5,4,1
orf19.778,17621,9551,10048,11858,10761,10905,14294,45058,9285,11829,10073,21880
orf19.779,3668,1905,1887,2112,1544,1970,2908,8691,1960,1953,1687,3416
orf19.780,515,254,192,389,346,305,455,1501,316,430,479,801
orf19.781,82,32,39,47,54,58,64,199,42,66,55,125
orf19.782,2950,1400,1592,2492,2345,1923,2099,6306,1406,2809,2645,4438
orf19.783,2901,1522,1445,2086,1639,1821,1837,6039,1344,1950,1947,3276
orf19.787,330,176,161,167,155,185,215,834,206,150,148,386
orf19.787.1,2888,1130,658,386,340,342,1728,4581,911,207,202,387
orf19.789,8921,5062,6363,10872,7991,10348,3564,17332,6061,6152,5872,12220
orf19.789.1,431,302,324,419,312,387,319,1241,411,362,346,646
orf19.791,26,11,14,48,26,19,48,84,30,49,31,58
orf19.792,272,108,161,330,307,206,170,420,126,365,304,517
orf19.793,1764,949,1021,1274,1022,1165,1462,4738,1258,1298,1332,2354
orf19.794,1619,699,788,1062,813,857,1327,4016,825,1006,841,1529
orf19.795,1184,525,548,659,573,541,961,2648,675,775,606,1434
orf19.796,3461,1399,1536,1857,1540,1529,3010,7702,1684,1963,1661,2977
orf19.797,2751,1300,1289,2821,1869,2432,2289,5956,1485,1951,1693,3096
orf19.798,10049,5639,5207,5731,4637,5300,7595,24322,6332,5444,5345,10115
orf19.799,429,209,235,391,270,312,314,973,272,395,294,612
orf19.8,267,117,122,116,126,108,147,493,83,184,203,371
orf19.801,3065,2000,1863,2580,2028,2499,2075,8342,2040,2189,2296,4073
orf19.802,3783,1947,1605,837,604,744,1757,5711,1135,842,790,1349
orf19.804,1459,933,710,1439,1013,1296,864,3319,691,1239,1133,2268
orf19.804.1,34618,18419,13912,14039,11128,13930,25630,74205,16337,12461,11837,23541
orf19.805,2248,1448,1086,2053,1414,1784,1352,5670,1029,1362,1277,2531
orf19.806,3961,2044,1928,2191,1674,1931,2897,8958,2171,1916,1759,3203
orf19.807,9568,4076,4512,5659,4320,4857,7303,19406,4707,5299,4969,8693
orf19.808,3195,1658,1707,2182,1620,1865,2486,7667,1794,2092,1817,3492
orf19.809,3568,2622,2907,4062,3626,4245,1949,8316,3537,3889,3932,6681
orf19.81,438,400,500,739,536,695,314,1495,565,619,631,1017
orf19.810,818,386,357,106,138,90,876,2622,839,145,169,363
orf19.811,871,501,466,655,426,470,715,2226,506,514,469,884
orf19.812,33,15,6,10,6,10,35,42,4,8,6,25
orf19.813,7480,5973,7284,6720,5920,7161,3555,16945,8611,7613,7464,12858
orf19.814,1943,683,1053,1133,1019,923,1573,3447,974,956,870,1380
orf19.815,6412,2926,2622,4287,3151,3641,6316,16833,3220,10694,8560,14664
orf19.816,1692,640,849,1033,901,798,1645,4119,974,1255,1193,1865
orf19.819,10794,5976,5318,7245,5781,6759,7504,25244,6016,6624,6035,11544
orf19.820,4566,2087,2050,2198,1655,1810,3805,10666,2285,1886,1819,2990
orf19.822,489,187,213,68,73,39,343,1389,439,77,80,65
orf19.823,1,3,3,2,2,2,2,11,5,4,0,3
orf19.825,4811,2955,2745,4103,3308,3713,3600,13029,3488,3568,3428,6579
orf19.826,2482,1601,1467,1912,1335,1666,1860,7127,1649,1648,1465,2872
orf19.827,1204,489,478,558,435,528,1012,3010,604,558,536,1126
orf19.827.1,69011,42702,37881,39275,33236,35299,48220,179762,50042,36572,38109,68725
orf19.8278,130,247,204,305,254,397,46,507,147,154,209,363
orf19.828,4308,3183,2428,5460,3682,5015,2211,11322,2430,3673,3154,6395
orf19.829,1971,1305,1334,2290,1620,2155,1169,5085,1336,1725,1608,3154
orf19.831,2680,1391,1551,1785,1352,1544,1976,6664,1604,1669,1618,3087
orf19.832,1547,1057,1021,1420,1068,1215,1012,4198,1004,1101,1132,2015
orf19.834,1896,789,958,1338,952,1025,1758,4883,1053,1408,1259,1960
orf19.835,5315,2461,2677,3012,2520,2556,4332,12486,2931,2963,2620,4896
orf19.836,996,555,522,530,330,384,722,2360,556,504,455,813
orf19.836.1,1283,840,681,656,597,703,721,2825,833,536,574,1034
orf19.837,3182,1573,1460,2103,1772,1896,2011,6889,1397,1546,1510,2934
orf19.837.1,1599,710,593,688,543,542,1253,3171,641,624,520,985
orf19.838.1,102966,53770,49066,61902,50665,55948,70582,226232,61069,55703,54725,102905
orf19.839,2196,1329,1275,2167,1643,1905,2185,7220,1846,2369,2235,4066
orf19.84,6488,2460,3045,3372,4294,3516,3338,9153,2349,3622,4215,8018
orf19.840,118511,65996,66215,68191,58768,66303,73898,284674,81748,63589,69411,124795
orf19.841,5165,2146,1875,2393,1710,1932,4150,11055,1877,2170,1883,3892
orf19.842,1377,468,388,366,321,271,1179,2728,342,322,309,429
orf19.843,2948,1415,1516,2090,1624,1814,2153,6391,1611,2004,2001,3704
orf19.844,2717,1257,1384,1726,1368,1412,2237,6527,1636,1771,1570,2916
orf19.846,3376,1435,1579,2158,1992,1776,4231,7750,1659,2352,2316,3658
orf19.847,3039,1746,2011,2089,1730,1988,1804,6115,2087,1776,1817,3666
orf19.848,0,1,0,1,0,0,1,4,1,2,0,1
orf19.849,21,22,26,50,109,49,13,89,19,88,118,197
orf19.85,4777,1943,2454,2594,2915,2351,6515,18051,3887,10986,10367,17136
orf19.850,585,320,341,796,763,709,380,1236,350,770,698,1375
orf19.851,24,11,20,99,64,70,24,85,17,38,39,98
orf19.852,490,257,331,416,395,390,461,1460,386,507,421,1068
orf19.853,96,53,43,72,73,45,110,262,42,89,95,200
orf19.854,661,398,384,574,570,482,474,1780,430,672,696,1351
orf19.855,20,6,2,7,6,8,8,33,2,17,14,20
orf19.856,988,497,547,771,578,645,853,2450,551,901,786,1616
orf19.857,289,149,188,378,319,324,302,890,189,559,488,938
orf19.86,5163,2413,2308,2100,1573,1861,3207,8676,2065,1527,1483,2667
orf19.860,829,349,440,676,540,558,551,1447,374,639,597,1086
orf19.861,2705,1224,1232,1349,1057,1106,2126,6554,1255,1112,1017,1951
orf19.862,792,420,467,595,513,604,548,1943,589,520,502,1094
orf19.863,4595,3361,2810,5527,3948,4916,2270,11717,2474,4025,3536,6205
orf19.864,2758,1531,1529,2503,1747,2138,2233,6964,1886,2265,2115,3615
orf19.866,1384,633,939,1437,1322,1344,1519,3535,1407,1747,1824,3165
orf19.867,2908,1355,1301,1669,1417,1610,2524,7642,1735,1840,1762,3444
orf19.868,929,450,1190,1179,1757,1234,1454,5132,1533,2244,2483,4848
orf19.87,130,92,83,208,179,169,123,567,131,275,247,445
orf19.871,4202,1792,2919,3575,3222,3043,2715,10021,2769,3280,3192,5337
orf19.872,1413,587,701,851,627,704,848,2756,737,765,623,1250
orf19.873,130,43,17,24,31,29,106,336,32,25,20,45
orf19.873.1,35552,16866,12950,13777,11440,13065,27387,72067,15122,12933,11974,22251
orf19.874,4563,1959,1927,2329,1682,1899,3196,9216,1919,2005,1662,3340
orf19.875,1802,1115,968,1717,1439,1728,1347,5374,1166,1787,1606,3041
orf19.876,1997,1131,908,1477,1159,1556,1718,5695,1252,1374,1414,3215
orf19.878,2017,1086,1004,1072,748,977,1660,5323,1085,976,880,1613
orf19.879,1042,656,634,960,742,805,792,2926,742,1096,960,1591
orf19.88,28341,14133,17184,19994,15643,17213,21133,64281,17606,16694,16106,26936
orf19.880,5665,3004,3182,5356,4401,4644,4615,14493,4019,5098,4943,8409
orf19.881,1656,727,731,1034,816,871,1342,3421,887,962,914,1750
orf19.882,4333,2222,3182,2001,1380,1707,2481,9269,2585,2051,1674,2913
orf19.886,12303,4937,5311,8239,7408,6686,10823,26881,6228,8798,8251,14685
orf19.889,209,85,103,174,160,145,212,614,156,367,258,583
orf19.89,2132,942,968,1417,1189,1152,1806,5174,1077,1420,1304,2155
orf19.891,5972,3274,3457,4801,4287,4642,4290,14370,4000,4978,4982,9554
orf19.893,57,28,28,17,12,18,33,122,22,28,38,50
orf19.894,2709,1179,1219,1253,998,1046,2149,6252,1224,1217,1006,2097
orf19.895,9757,4893,4950,6315,5169,5768,7090,21620,5036,5771,5594,10206
orf19.896,1442,781,712,1097,1114,775,1354,4034,993,2180,2203,3528
orf19.897,2626,1137,1402,1320,1568,1221,2003,6358,1388,1397,1522,2328
orf19.898,6325,3369,3135,4887,3894,4350,4386,14352,3312,4228,3789,7014
orf19.899,767,346,335,438,469,342,630,1583,308,511,441,905
orf19.9,1602,722,800,896,710,790,1272,3355,745,843,749,1601
orf19.90,1450,502,587,708,599,530,1074,2803,627,831,771,1256
orf19.900,13631,7066,7429,10620,8717,9548,11271,32806,8719,10148,9772,17385
orf19.903,90526,32849,32666,63078,44792,51542,121837,218394,66339,79407,70325,127785
orf19.904,2189,795,835,1156,888,916,2344,5015,1161,1109,943,1581
orf19.905,3817,1677,1827,2250,2073,1888,2406,7015,1650,2054,2144,3778
orf19.906,7188,3313,3926,5075,4583,3934,4977,16950,4310,5609,5365,8578
orf19.908,8408,4777,4296,4210,3752,4169,4793,17783,4164,3738,3827,7193
orf19.909,5451,2690,3955,407,475,355,3285,15064,4634,370,491,659
orf19.909.1,2691,1440,1270,1216,984,1055,1850,6922,1472,977,918,1942
orf19.91,837,416,487,767,633,693,565,1899,512,687,630,1038
orf19.910,1094,631,643,1080,779,949,779,2976,729,828,856,1440
orf19.913.2,17896,9548,10101,11789,10125,12705,13662,47625,12435,11875,11193,22601
orf19.915,562,219,168,132,90,110,721,1854,264,239,150,322
orf19.916,3771,1693,1940,2053,1917,1814,2742,7467,1884,2363,2167,3606
orf19.918,745,254,345,520,476,421,920,2112,504,789,700,1239
orf19.92,6917,2689,2875,2430,2127,2029,5737,14168,2796,2338,1981,3333
orf19.920,2175,1425,1416,1875,1623,1962,1149,4867,1576,1782,1758,2990
orf19.921,15550,6168,2937,1538,1197,1053,8748,28692,2999,1941,1312,1752
orf19.922,18836,9369,8180,7929,6857,7538,20880,44568,11108,8255,7788,13217
orf19.923,6120,3261,3153,4326,3335,4034,5306,15066,3622,3846,3501,6710
orf19.925,3011,1521,1242,1761,1284,1509,2513,8517,1559,1516,1352,2735
orf19.926,4608,2539,2372,3167,2694,2942,2705,9108,2367,2167,2223,4874
orf19.927,585,410,466,542,362,454,462,1987,531,558,434,711
orf19.928,915,484,678,1026,825,860,662,2489,748,1055,940,1794
orf19.929,10,1,2,3,0,2,6,27,3,8,3,12
orf19.93,8623,5831,6174,8957,7161,8820,4182,17839,4989,5583,5356,10103
orf19.930,202264,119997,109941,154316,129336,154371,115633,513260,117547,136641,134042,254833
orf19.931,2087,1059,958,1304,959,1070,1873,5295,1117,1255,1167,2322
orf19.932,4301,2259,2595,3054,2673,2922,2780,9148,2613,2310,2244,4209
orf19.933,4659,2313,2135,2179,1623,1834,3803,10457,2176,2015,1718,3090
orf19.934,1751,946,864,1312,930,1250,1180,3827,1017,1086,981,1945
orf19.935,0,1,3,6,12,4,12,6,6,55,42,200
orf19.936,27,19,22,47,67,57,35,152,55,118,142,262
orf19.937,32,19,16,22,15,18,42,206,19,47,37,91
orf19.938,1511,658,1177,1298,1365,1112,1528,5947,1220,1954,1508,3075
orf19.939,7252,4409,4378,7675,5871,6944,5221,19099,5347,7301,7306,12407
orf19.94,561,365,361,940,931,837,423,1620,180,889,745,1279
orf19.940,2836,1302,1330,1690,1245,1175,2024,6292,1400,1697,1511,2361
orf19.941,8196,4373,4644,6756,5755,6553,5374,18495,4581,6574,6226,11885
orf19.942,12,4,4,15,7,11,26,39,14,16,20,36
orf19.943,1667,990,953,984,955,1039,1220,4187,988,1200,1305,2339
orf19.944,781,327,374,774,589,559,798,2589,449,703,655,1128
orf19.945,2491,975,861,1376,1130,1144,1930,4809,849,1320,1220,2358
orf19.946,826,570,912,906,1253,681,834,3238,1802,405,531,774
orf19.947,3890,2821,2172,3959,2618,3804,1972,9358,2209,2622,2100,4566
orf19.948,57,23,13,11,11,14,37,88,16,18,23,24
orf19.949,3924,1983,2145,2302,1960,2063,2585,9569,2285,2402,2417,3912
orf19.95,47,28,23,78,66,82,60,194,45,91,75,216
orf19.951,7184,2263,1989,920,972,631,5558,15015,2937,1062,881,1287
