Tags.matched.to.6653.Candida.albicans.ORF19.genome.features...elements,C..albicans.only,C..albicans...S..gordonii,C..albicans...growth.medium..YPT.Glc.,C..albicans.only.1,C..albicans...S..gordonii.1,C..albicans...growth.medium..YPT.Glc..1,C..albicans.only.2,C..albicans...S..gordonii.2,C..albicans...growth.medium..YPT.Glc..2
ID_orf19_7331_Name_orf19_7331_Gene_FCY24_Note_Putative_transporter_B_more_similar_to_S__cerevisiae_Tpn1p_2C_which_is_a_vitamin_B6_transporter_2C_than_to_purine-cytosine_permeases_B_transcription_is_regulated_by_Nrg1p_orf_classification_Uncharacterized_Alias_TPN12_IPF1985_2_Contig4-3033_0016_Contig4-3033_0017_orf6_8412_CA5567_CaO19_7331,224,114,150,76,18,111,106,64,101
ID_orf19_7332_Name_orf19_7332_Gene_ELF1_Note_Putative_mRNA_export_protein_B_Walker_A_and_B__ATP_2FGTP_binding__motifs_2C_ABC_transporter_consensus_B_required_for_wild-type_morphology_2C_growth_B_expressed_in_hyphal_2C_pseudohyphal_2C_and_yeast_form_2C_upregulated_in_biofilm_B_Hap43p-induced_gene_orf_classification_Verified_Alias_IPF1989_1_Contig4-3033_0019_orf6_8413_CA5568_CaO19_7332,4898,1780,3911,7278,2212,7864,4860,1879,6609
ID_orf19_7335_Name_orf19_7335_Gene_PRE8_Note_Putative_alpha-2_sc_subunit_of_proteasome_B_macrophage-induced_protein_B_regulated_by_Gcn2p_and_Gcn4p_B_transcription_is_positively_regulated_by_Tbf1p_B_stationary_phase_enriched_protein_orf_classification_Uncharacterized_Alias_IPF1990_1_Contig4-3033_0021_orf6_8416_CA5569_CaO19_7335,1835,725,2264,2226,305,2097,1746,539,1338
ID_orf19_7336_Name_orf19_7336_Note_Predicted_membrane_transporter_2C_member_of_the_drug_Aproton_antiporter__14_spanner___DHA2__family_2C_major_facilitator_superfamily__MFS__orf_classification_Uncharacterized_Alias_IPF1992_1_Contig4-3033_0023_Contig4-3033_0024_orf6_8417_CA5570_CaO19_7336_IPF1992,4,2,8,17,4,9,12,5,14
ID_orf19_7337_Name_orf19_7337_Note_Ortholog_s__have_cytosol_2C_fungal-type_vacuole_membrane_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_IPF2001_1_Contig4-1848_0005_Contig4-2924_0003_Contig4-2924_0004_orf6_8418_CA5571_CaO19_7337_IPF2001,502,170,339,316,86,345,290,142,291
ID_orf19_7339_Name_orf19_7339_Gene_BGL22_Note_Putative_glucanase_B_induced_during_cell_wall_regeneration_orf_classification_Uncharacterized_Alias_BGL99_IPF2004_1_Contig4-2924_0005_orf6_8420_CA5572_orf19_7339_1_CaO19_7339_CA5573_IPF2005_IPF2005_1,556,295,656,378,135,522,516,307,385
ID_orf19_734_Name_orf19_734_Gene_GLK1_Note_Putative_glucokinase_B_transcription_is_regulated_upon_yeast-hyphal_switch_B_transcriptionally_regulated_by_Efg1p_B_fluconazole-induced_B_induced_in_core_stress_response_B_shows_colony_morphology-related_gene_regulation_by_Ssn6p_orf_classification_Uncharacterized_Alias_orf19_7686_orf19_8353_IPF27232_1_IPF11564_1_IPF26579_1_IPF16544_2_Contig4-1499_0002_Contig4-2506_0004_orf6_1703_orf6_6009_CA0263_orf19_13_CaO19_734_CaO19_8353,7378,2811,6585,2895,585,2587,3838,1433,1784
ID_orf19_7340_Name_orf19_7340_orf_classification_Dubious_Alias_IPF27331_1_orf6_8421_CaO19_7340,80,25,60,10,4,17,9,5,10
ID_orf19_7341_1_Name_orf19_7341_1_orf_classification_Uncharacterized,1015,438,867,123,31,130,227,37,115
ID_orf19_7341_Name_orf19_7341_Note_Late-stage_biofilm-induced_gene_B_ketoconazole-repressed_orf_classification_Uncharacterized_Alias_IPF2007_1_Contig4-2924_0009_orf6_8422_CA5574_CaO19_7341_IPF2007,1134,417,1128,582,213,800,585,352,770
ID_orf19_7342_Name_orf19_7342_Gene_AXL1_Note_Putative_endoprotease_B_induced_by_alpha_factor_B_transcription_is_upregulated_in_an_RHE_model_of_oral_candidiasis_and_in_clinical_isolates_from_HIV_2B_patients_with_oral_candidiasis_orf_classification_Uncharacterized_Alias_IPF19813_1_Contig4-2379_0005_orf6_8423_CA5575_CaO19_7342_IPF19813,200,43,97,86,35,94,79,68,91
ID_orf19_7343_Name_orf19_7343_Note_Ortholog_s__have_role_in_nuclear_mRNA_splicing_2C_via_spliceosome_and_U4_2FU6_x_U5_tri-snRNP_complex_localization_orf_classification_Uncharacterized_Alias_PRP4_IPF12538_2_Contig4-2379_0002_orf6_8424_CA5576_CaO19_7343,340,86,234,225,66,208,225,86,185
ID_orf19_7344_Name_orf19_7344_Note_Ortholog_s__have_DNA_binding_2C_chromatin_binding_2C_histone_deacetylase_activity_orf_classification_Uncharacterized_Alias_HDA3_IPF12537_1_Contig4-2379_0001_orf6_8425_CA5577_CaO19_7344_IPF12537,521,219,438,427,121,653,390,286,466
ID_orf19_7345_Name_orf19_7345_Note_Ortholog_s__have_ATP_binding_activity_and_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_IPF12536_3_Contig4-2379_0006_orf6_8426_CA5578_CaO19_7345_IPF12536_IPF12536_2,346,162,349,244,62,265,325,129,231
ID_orf19_7347_Name_orf19_7347_Note_Ortholog_s__have_ubiquitin-protein_ligase_activity_2C_role_in_ER-associated_protein_catabolic_process_and_endoplasmic_reticulum_membrane_localization_orf_classification_Uncharacterized_Alias_UBC6_IPF7116_1_Contig4-2885_0019_orf6_8507_CA5648_CaO19_7347,275,112,283,214,105,291,189,105,244
ID_orf19_7348_Name_orf19_7348_orf_classification_Dubious_Alias_IPF27310_1_Contig4-2885_0020_orf6_8508_CaO19_7348,91,31,69,10,6,29,43,11,17
ID_orf19_7349_Name_orf19_7349_Gene_CHS4_Note_Activator_of_Chs3p_chitin_synthase_B_required_for_wild-type_wall_chitin_content_2C_but_not_for_hyphal_growth_B_mutant_resistant_to_Calcofluor_white_B_prenylation_and_2_transmembrane_segments_predicted_B_functional_homolog_of_S__cerevisiae_Chs4p_orf_classification_Verified_Alias_SKT5_CSD4_CAL2_IPF7112_1_Contig4-2885_0008_Contig4-2885_0010_orf6_8509_CA5649_CaO19_7349,2128,798,2593,3016,1405,4425,2348,1503,3263
ID_orf19_7350_Name_orf19_7350_Gene_RCT1_Note_Protein_present_in_exponential_and_stationary_growth_phase_yeast_culture_B_fluconazole-induced_B_elevated_mRNA_levels_in_a_cyr1_or_ras1_null_mutant_and_decreased_mRNA_abundance_in_efg1_null_mutant_B_regulated_by_Nrg1p_2C_Tup1p_2C_Tbf1p_2C_Ssn6p_orf_classification_Verified_Alias_IPF7109_2_Contig4-2885_0005_orf6_8510_CA5650_CaO19_7350_IPF7109,7971,5032,9557,17084,3384,11243,10436,5425,11141
ID_orf19_7353_Name_orf19_7353_Note_Ortholog_s__have_plus-end-directed_microtubule_motor_activity_2C_tubulin-dependent_ATPase_activity_orf_classification_Uncharacterized_Alias_KIP3_IPF7105_2_Contig4-2885_0001_orf6_8513_CA5651_CaO19_7353,769,193,586,367,114,469,323,142,347
ID_orf19_7354_Name_orf19_7354_Gene_LAC1_Note_Ceramide_synthase_2C_required_for_biosynthesis_of_ceramides_with_C18_A0_fatty_acids_2C_which_serve_as_precursors_for_glucosylsphingolipids_B_caspofungin_induced_orf_classification_Verified_Alias_IPF19815_1_Contig4-2885_0022_orf6_8514_CA5652_CaO19_7354_IPF19815,368,175,269,1266,377,1093,540,374,933
ID_orf19_7355_Name_orf19_7355_Gene_SSN8_Note_Protein_similar_to_S__cerevisiae_Ssn8p_2C_a_component_of_RNA_polymerase_II_holoenzyme_B_mutants_are_sensitive_to_hydrogen_peroxide_medium_B_not_essential_for_viability_orf_classification_Verified_Alias_IPF15544_1_Contig4-2029_0005_orf6_8515_CA5653_CaO19_7355,814,308,793,501,133,579,589,260,457
ID_orf19_7356_Name_orf19_7356_orf_classification_Uncharacterized_Alias_IPF15543_2_Contig4-2029_0008_orf6_8516_CA5654_CaO19_7356_IPF15543,14,14,31,10,11,22,12,4,4
ID_orf19_7357_Name_orf19_7357_Note_Ortholog_s__have_role_in_coenzyme_A_biosynthetic_process_and_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_orf6_8517_IPF18080_1_CA5655_CaO19_7357_IPF18080_3f_IPF18080,934,528,1099,494,150,685,687,360,551
ID_orf19_7358_Name_orf19_7358_Note_Ortholog_s__have_protein_channel_activity_2C_role_in_protein_complex_assembly_2C_protein_import_into_mitochondrial_outer_membrane_and_integral_to_mitochondrial_outer_membrane_2C_mitochondrial_sorting_and_assembly_machinery_complex_localization_orf_classification_Verified_Alias_IPF14683_2_Contig4-2195_0001_orf6_8518_CA5656_CaO19_7358_IPF14683,222,99,193,203,48,291,161,32,175
ID_orf19_7359_Name_orf19_7359_Gene_CRZ1_Note_Calcineurin-regulated_C2H2_zinc-finger_transcription_factor_B_role_in_maintenance_of_membrane_integrity_2C_azole_tolerance_B_not_required_for_mouse_virulence_B_downregulated_by_low_iron_B_regulates_Ca_2B_2B_influx_during_alkaline_pH_response_orf_classification_Verified_Alias_IPF14682_2_Contig4-2195_0002_orf6_8519_CA5657_CaO19_7359_IPF14682,754,422,870,683,244,862,850,362,829
ID_orf19_736_Name_orf19_736_Gene_SRB8_Note_Putative_RNA_polymerase_II_mediator_complex_subunit_B_early-stage_biofilm-induced_gene_B_ortholog_of_S__cerevisiae_SRB8_B_orf_classification_Uncharacterized_Alias_orf19_11252_orf19_8355_IPF23494_1_IPF13479_2_IPF26554_1_IPF16695_2_Contig4-1880_0002_orf6_526_orf6_2285_CA1018_CA0102_orf19_3768_IPF16695_5eoc_IPF16695,933,448,1270,693,280,1144,840,595,933
ID_orf19_7360_Name_orf19_7360_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_807220_orf_classification_Uncharacterized_Alias_IPF1242_2_Contig4-2926_0026_orf6_8520_CA5658_CaO19_7360_IPF1242,181,86,136,167,50,192,133,89,162
ID_orf19_7361_Name_orf19_7361_Note_Ortholog_s__have_mitochondrial_membrane_localization_orf_classification_Uncharacterized_Alias_SEN54_IPF1243_1_Contig4-2926_0024_orf6_8521_CA5659_CaO19_7361,194,163,200,609,114,554,417,120,506
ID_orf19_7362_Name_orf19_7362_Gene_SKN1_Note_Protein_with_predicted_role_in_beta-1_2C6-glucan_synthesis_B_probable_N-glycosylated_type_II_membrane_protein_B_transcription_and_change_in_mRNA_length_induced_by_yeast-hyphal_transition_B_transcription_induced_by_Rim101p_or_caspofungin_orf_classification_Uncharacterized_Alias_orf6_8522_IPF1245_1_SKN1_3_Contig4-2926_0022_Contig4-2926_0023_CA5660_SKN1_3f,586,109,768,1257,462,2465,811,378,1442
ID_orf19_7363_Name_orf19_7363_Gene_KRE6_Note_Protein_of_beta-1_2C6-glucan_synthesis_B_essential_B_type_II_membrane_protein_B_N-glycosylation_sites_B_change_in_mRNA_length_2C_but_not_mRNA_abundance_2C_at_yeast-hyphal_transition_B_alkaline_upregulated_by_Rim101p_B_induced_on_cell_wall_regeneration_orf_classification_Verified_Alias_IPF1249_2_Contig4-2926_0012_orf6_8523_CA5661_CaO19_7363,2196,1058,1519,1392,346,1229,1592,411,878
ID_orf19_7364_Name_orf19_7364_Note_Has_domain_s__with_predicted_N_2CN-dimethylaniline_monooxygenase_activity_2C_NADP_binding_2C_flavin_adenine_dinucleotide_binding_activity_and_role_in_oxidation-reduction_process_orf_classification_Uncharacterized_Alias_IPF1250_2_Contig4-2926_0007_orf6_8524_CA5662_CaO19_7364_IPF1250,14,4,10,10,4,14,18,7,11
ID_orf19_7365_Name_orf19_7365_Note_Ortholog_s__have_ubiquitin-protein_ligase_activity_2C_role_in_anti-apoptosis_2C_negative_regulation_of_gluconeogenesis_2C_proteasomal_ubiquitin-dependent_protein_catabolic_process_and_GID_complex_2C_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_FYV10_IPF1251_1_Contig4-2926_0004_orf6_8525_CA5663_CaO19_7365_IPF1251,358,154,354,254,97,392,244,181,295
ID_orf19_7366_Name_orf19_7366_Note_Ortholog_s__have_nucleolus_localization_orf_classification_Uncharacterized_Alias_IPF1252_1_Contig4-2926_0003_orf6_8526_CA5664_CaO19_7366_IPF1252,334,103,323,397,119,644,358,125,480
ID_orf19_7367_Name_orf19_7367_Gene_UBP1_Note_Ortholog_s__have_ubiquitin-specific_protease_activity_and_endoplasmic_reticulum_localization_orf_classification_Uncharacterized_Alias_IPF1255_1_Contig4-2926_0029_orf6_8527_CA5665_CaO19_7367,1210,494,1168,886,233,868,890,260,581
ID_orf19_7368_Name_orf19_7368_Note_Ortholog_s__have_mRNA_binding_2C_poly_U__RNA_binding_activity_and_role_in_nuclear-transcribed_mRNA_catabolic_process_2C_nonsense-mediated_decay_2C_regulation_of_mRNA_stability_2C_stress_granule_assembly_orf_classification_Uncharacterized_Alias_PUB1_IPF1257_1_Contig4-3075_0021_orf6_8528_CA5666_CaO19_7368,3582,1635,3752,3536,1459,4523,2700,2149,3507
ID_orf19_7369_Name_orf19_7369_Note_Ortholog_s__have_S-adenosylmethionine-dependent_methyltransferase_activity_2C_transferase_activity_2C_transferring_alkyl_or_aryl__other_than_methyl__groups_activity_and_role_in_tRNA_methylation_2C_wybutosine_biosynthetic_process_orf_classification_Uncharacterized_Alias_IPF1259_1_Contig4-3093_0001_orf6_8529_CA5667_CaO19_7369_IPF1259,287,203,385,166,61,221,204,150,150
ID_orf19_7370_Name_orf19_7370_Note_Member_of_family_of_putative_7-transmembrane_2C_PQ_loop-family_of_G-protein-coupled_receptors__GPCRs__similar_to_S__pombe_Stm1p_orf_classification_Uncharacterized_Alias_IPF1261_1_Contig4-3093_0003_orf6_8530_CA5668_CaO19_7370_IPF1261,267,140,173,194,125,274,304,126,200
ID_orf19_7371_Name_orf19_7371_Gene_ZCF35_Note_Predicted_zinc-cluster_protein_B_Hap43p-induced_gene_orf_classification_Uncharacterized_Alias_IPF1264_2_Contig4-3093_0006_orf6_8531_CA5669_CaO19_7371_IPF1264,300,127,275,444,159,651,461,149,530
ID_orf19_7372_Name_orf19_7372_Gene_MRR1_Note_Zinc-finger_protein_B_regulator_of_MDR1_transcription_B_gain-of-function_mutations_cause_upregulation_of_MDR1__a_plasma_membrane_multidrug_efflux_pump__and_consequent_multidrug_resistance_B_Hap43p-induced_gene_orf_classification_Verified_Alias_HAP1_IPF1266_1_Contig4-3093_0008_orf6_8532_CA5670_CaO19_7372_IPF1266,555,217,628,550,128,553,409,135,311
ID_orf19_7374_Name_orf19_7374_Gene_CTA4_Note_Zinc_cluster_transcription_factor_B_involved_in_response_to_nitric_oxide_B_induced_by_nitric_oxide_B_transcriptionally_activated_by_Mnl1p_under_weak_acid_stress_B_downregulated_upon_adherence_to_polystyrene_B_Hap43p-repressed_orf_classification_Verified_Alias_IPF1269_1_Contig4-3093_0011_orf6_8534_CA5671_CaO19_7374,1556,833,1317,867,581,1075,877,809,923
ID_orf19_7375_Name_orf19_7375_Note_Putative_U1A_component_of_the_U1_snRNP_2C_involved_in_splicing_B_contains_two_RNA_recognition_motifs__RRMs__B_ortholog_of_S__cerevisiae_MUD1_orf_classification_Uncharacterized_Alias_USA1_IPF1271_1_Contig4-3093_0012_orf6_8535_CA5672_CaO19_7375_IPF1271_U1A,115,64,166,197,32,159,132,50,104
ID_orf19_7376_Name_orf19_7376_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_806870_orf_classification_Uncharacterized_Alias_IPF1272_1_Contig4-3093_0013_orf6_8536_CA5673_CaO19_7376_IPF1272,241,188,225,263,56,239,179,61,195
ID_orf19_7377_Name_orf19_7377_Gene_ASE1_Note_Putative_microtubule-associated_protein_B_member_of_conserved_Mcm1p_regulon_B_periodic_mRNA_expression_2C_peak_at_cell-cycle_G2_2FM_phase_orf_classification_Uncharacterized_Alias_IPF1274_2_Contig4-3093_0015_Contig4-3093_0018_orf6_8537_CA5674_CaO19_7377_IPF1274,1158,308,816,747,87,650,472,163,504
ID_orf19_7378_Name_orf19_7378_Note_Has_domain_s__with_predicted_catalytic_activity_orf_classification_Uncharacterized_Alias_SIS2_IPF1276_1_Contig4-3093_0019_orf6_8538_CA5675_CaO19_7378,1506,664,1937,3286,807,2833,2229,1079,2462
ID_orf19_7379_Name_orf19_7379_Gene_FAA2_Note_Putative_acyl_CoA_synthetase_B_expression_is_regulated_upon_white-opaque_switching_B_transcription_is_upregulated_in_both_intermediate_and_mature_biofilms_orf_classification_Uncharacterized_Alias_FAA22_FAA24_IPF1278_1_FAA2-4_Contig4-3093_0023_orf6_8539_CA5676_CaO19_7379,242,87,317,243,63,307,498,126,248
ID_orf19_738_Name_orf19_738_Gene_MYO5_Note_Class_I_myosin_B_nonessential_B_role_in_cortical_actin_patch_polarity_and_polar_budding_B_required_for_hyphal_growth_B_regulatory_phosphorylation_on_S366_B_downregulated_on_adherence_to_polystyrene_B_sole_class_I_myosin_in_C__albicans_orf_classification_Verified_Alias_orf19_8357_IPF14461_3_IPF29710_1_orf6_2409_orf6_528_CA1087_CaO19_738_IPF14461_2,2485,1069,3101,2498,831,3470,2731,1170,2679
ID_orf19_7380_Name_orf19_7380_Note_Has_domain_s__with_predicted_nucleic_acid_binding_2C_nucleotide_binding_activity_orf_classification_Uncharacterized_Alias_IPF1286_1_Contig4-3093_0029_orf6_8540_CA5677_IPF1286,297,248,692,207,119,243,210,180,280
ID_orf19_7381_Name_orf19_7381_Gene_AHR1_Note_Zinc-finger_transcription_factor_involved_in_regulation_of_adhesion_genes_B_involved_in_white-opaque_switch_B_forms_complex_with_Mcm1p_B_null_mutant_displays_sensitivity_to_5-fluorocytosine_and_to_lithium_chloride_orf_classification_Verified_Alias_ZCF37_IPF1292_IPF1292_1_Contig4-3093_0048_orf6_8541_CA5678_CaO19_7381,1391,835,1427,805,477,1137,1203,677,1143
ID_orf19_7382_Name_orf19_7382_Gene_CAM1_Note_Putative_translation_elongation_factor_eEF1_gamma_B_protein_level_decreased_in_stationary_phase_cultures_orf_classification_Uncharacterized_Alias_IPF1299_1_IPF1296_1_Contig4-3093_0051_orf6_8542_orf19_7381_3_CA5679_CA5680_CAM1_exon2,6259,2259,6639,4999,1011,7307,4993,2022,4705
ID_orf19_7383_Name_orf19_7383_Gene_MNN9_Note_Protein_of_N-linked_outer-chain_mannan_biosynthesis_B_mutant_has_defective_cell_wall_B_required_for_wild-type_hyphal_growth_B_mutant_is_hygromycin_B_sensitive_and_vanadate_resistant_B_has_N-terminal_membrane-spanning_segment__positions_18-34__orf_classification_Verified_Alias_IPF1301_1_Contig4-3093_0053_Contig4-3093_0054_orf6_8543_CA5681_CaO19_7383,1031,351,1039,992,186,1255,708,279,1003
ID_orf19_7384_Name_orf19_7384_Gene_NOG1_Note_Putative_GTPase_B_Hap43p-induced_gene_B_mutation_confers_hypersensitivity_to_5-fluorocytosine__5-FC__2C_5-fluorouracil__5-FU__2C_and_tubercidin__7-deazaadenosine__B_decreased_expression_in_response_to_prostaglandins_orf_classification_Verified_Alias_IPF1302_2_Contig4-3036_0030_orf6_8544_CA5682_CaO19_7384,4822,1377,5114,13421,2879,14771,6578,2362,10165
ID_orf19_7385_Name_orf19_7385_Note_Has_domain_s__with_predicted_nucleic_acid_binding_2C_zinc_ion_binding_activity_orf_classification_Uncharacterized_Alias_LEE1_IPF3333_1_Contig4-3036_0025_orf6_8545_CA5683_CaO19_7385_IPF3333,6,6,10,16,6,18,29,6,24
ID_orf19_7386_Name_orf19_7386_Note_Ortholog_s__have_ribosome_binding_activity_orf_classification_Uncharacterized_Alias_MBA1_IPF3331_1_Contig4-3036_0022_orf6_8546_CA5684_CaO19_7386_IPF3331,236,148,321,135,53,264,144,98,173
ID_orf19_7387_Name_orf19_7387_Gene_ELP3_Note_Ortholog_s__have_histone_acetyltransferase_activity_2C_role_in_regulation_of_transcription_from_RNA_polymerase_II_promoter_2C_tRNA_wobble_uridine_modification_and_Elongator_holoenzyme_complex_2C_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_HPA1_IPF3330_1_Contig4-3036_0021_orf6_8547_CA5685_CaO19_7387,708,351,613,1329,270,1377,1106,291,982
ID_orf19_7388_Name_orf19_7388_Gene_PBS2_Note_MAPK_kinase__MAPKK__B_role_in_osmotic_and_oxidative_stress_responses_2C_oxidative_stress_adaptation_B_required_for_stress_regulation_of_Hog1p_localization_and_activity_B_functional_homolog_of_S__cerevisiae_Pbs2p_orf_classification_Verified_Alias_IPF3329_1_Contig4-3036_0020_orf6_8548_CA5686_CaO19_7388_IPF3329,2216,1023,2130,2605,880,2736,1744,920,1925
ID_orf19_7389_Name_orf19_7389_Gene_REV3_Note_Ortholog_s__have_DNA-directed_DNA_polymerase_activity_2C_role_in_error-free_translesion_synthesis_2C_error-prone_translesion_synthesis_and_cytosol_2C_mitochondrion_2C_nuclear_chromatin_2C_nucleus_2C_zeta_DNA_polymerase_complex_localization_orf_classification_Uncharacterized_Alias_IPF3327_2_Contig4-3036_0014_Contig4-3036_0018_orf6_8549_orf6_8550_REV3_5F_CA5687_CA5689_orf19_7390,1293,637,1827,1005,366,1453,1218,732,1097
ID_orf19_7391_Name_orf19_7391_Gene_OCH1_Note_Alpha-1_2C6-mannosyltransferase_B_initiates_N-glycan_outer_chain_branch_addition_B_similar_to_S__cerevisiae_Och1p_B_required_for_wild-type_virulence_in_mouse_intravenous_infection_B_fungal-specific__no_human_or_murine_homolog__orf_classification_Verified_Alias_IPF3324_1_Contig4-3036_0012_orf6_8551_CA5690_CaO19_7391,647,444,754,798,276,1108,834,476,828
ID_orf19_7392_Name_orf19_7392_Note_Ortholog_s__have_ATP-dependent_RNA_helicase_activity_2C_RNA_strand_annealing_activity_orf_classification_Uncharacterized_Alias_DED1_IPF3320_1_Contig4-3036_0007_orf6_8552_CA5691_CaO19_7392,8718,3902,10957,9650,1906,11093,8469,2374,7766
ID_orf19_7393_Name_orf19_7393_Note_Ortholog_s__have_NAD_2B_kinase_activity_2C_NADH_kinase_activity_2C_role_in_NADP_biosynthetic_process_2C_cellular_iron_ion_homeostasis_and_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_UTR1_IPF3316_1_Contig4-3036_0004_Contig4-3036_0005_orf6_8553_CA5692_CaO19_7393,644,302,799,743,244,834,893,367,675
ID_orf19_7394_Name_orf19_7394_Gene_GDA1_Note_Golgi_membrane_GDPase_2C_required_for_wild-type_O-mannosylation_2C_not_N-glycosylation_B_required_for_wild-type_hyphal_induction_2C_cell_wall_2C_and_cell_surface_charge_B_not_required_for_HeLa_cell_adherence_B_functional_homolog_of_S__cerevisiae_Gda1p_orf_classification_Verified_Alias_IPF3313_1_Contig4-3036_0003_orf6_8554_CA5693_CaO19_7394,2059,756,2020,2942,501,3242,2219,744,2139
ID_orf19_7395_Name_orf19_7395_orf_classification_Dubious_Alias_IPF27313_1_orf6_8555_CaO19_7395,7,6,10,6,4,12,16,3,12
ID_orf19_7396_Name_orf19_7396_Note_Hap43p-repressed_gene_B_planktonic_growth-induced_orf_classification_Uncharacterized_Alias_IPF3311_2_Contig4-2982_0013_orf6_8556_CA5694_CaO19_7396_IPF3311,174,101,141,47,29,162,69,73,161
ID_orf19_7397_1_Name_orf19_7397_1_Note_Predicted_ORF_identical_to_NSA2_orf_classification_Uncharacterized,334,198,328,929,237,575,466,269,747
ID_orf19_7397_3_Name_orf19_7397_3_Note_Predicted_ORF_identical_to_orf19_7420_orf_classification_Uncharacterized,352,109,305,109,28,137,126,49,117
ID_orf19_7397_Name_orf19_7397_Note_Ortholog_s__have_sequence-specific_DNA_binding_activity_and_cytoplasm_2C_nucleus_2C_spindle_localization_orf_classification_Uncharacterized_Alias_IPF3310_1_Contig4-2982_0012_orf6_8557_CA5695_CaO19_7397_IPF3310,538,236,538,380,177,476,417,249,479
ID_orf19_7398_1_Name_orf19_7398_1_Gene_TSA1B_Note_Putative_peroxidase_B_orf19_7398_1_is_contig-truncated_fragment_of_gene_identical_to_TSA1_B_Tsa1p_and_Tsa1Bp_role_under_oxidative_2Freductive_stress_2C_hyphal_cell_wall_formation_B_in_hyphal_nucleus_2C_cell_wall_B_yeast-form_nucleus_2C_cytoplasm_orf_classification_Verified_Alias_TSA1_IPF18075_2_CA5698_IPF10875_5f,10392,14433,12349,3744,3781,8761,6580,8594,5566
